ClusterNo,raw_doc
22,흑 맥주 라서.
22,흑 맥주.
22,"맛있 음 , 흑 맥주."
22,흑 맥주 여서.
22,흑 맥주 이기 때문 에.
22,깊은 맛 흑 맥주.
22,흑 맥주.
22,흑 맥주 를 좋아합 니다.
22,흑 맥주 의 특유 의 맛.
22,자주 마시는 흑 맥주.
22,흑 맥주 가 고소하다.
22,부드러운 흑 맥주.
22,흑 맥주 깊은 맛.
22,흑 맥주 를 좋아한 다.
22,흑 맥주 를 좋아함.
22,흑 맥주 진한 맛.
22,흑 맥주 가 좋 습니다.
22,흑 맥주 가 맛있어 서.
22,흑 맥주 를 좋아해서.
22,먹어 본 흑 맥주 젤 맛있 음 흑 맥주 특유 의 향 이 좋 음.
22,흑 맥주 맛 이 좋 다.
22,흑 맥주 라서.
22,흑 맥주 이고 독특해서.
22,흑 맥주 의 부드러운 거품.
22,흑 맥주 를 좋아해서.
23,맛 과 향.
23,향 이 좋 아서.
23,부드럽 고 향 이 좋 음.
23,맛 이 부드럽 고 향 이 좋 아서.
23,맥주 맛 과 향 이 좋 아서.
23,향 이 좋 게 목 넘김 이 부드럽 다.
23,향 과 맛 이 좋 아서.
23,맛 이 부드럽 고 향 이 좋 음.
23,향 과 맛 이 좋 아서.
23,부드러운 맛 과 향 을 좋아함.
23,향 이 좋 다.
23,맛 이 부드럽 고 특유 의 향 이 좋 다.
23,맛 이 향 이 좋 아서.
23,향 이 좋 아서.
23,맛 과 향 이 좋 아서.
23,맛 과 향 이 좋 다.
23,향 과 맛 이 좋 고 부드러워 서 좋아합 니다.
23,맛 과 향 이 좋 아서.
23,향 과 맛 이 좋 다.
23,맛 과 향 이 좋 아서.
23,맛 과 향 이 좋 다.
23,맛 이 부드럽 고 향 이 좋 다.
23,향.
23,맛 과 향.
23,향 이 좋 다.
23,목 넘김 이 부드럽 고 향 이 좋 습니다.
23,맛 과 향 이 좋 아서.
23,부드럽 고 향 이 좋 다.
23,다른 맥주 보다 향 과 맛 이 좋 다.
23,깔끔한 맛 과 향 이 부드러움.
23,향 이 좋 아서 맛 도 좋 음 넘김 이 부드러움.
23,맛 과 향.
23,향 과 맛 이 좋 아서.
23,향 과 맛.
23,향 이 좋 다.
23,맛 과 향 이 좋 음.
23,맛 과 향 이 좋 다.
23,맛 과 향 이 좋 다.
23,향 이 좋 다.
23,맛 이 좋 고 향 이 좋 다 부드럽 다.
23,맛 향 이 좋 음.
23,향 이 좋 아서.
23,맛 이 타 맥주 보다 향 이 좋 다.
23,향 이 좋 고 부드럽 고 상큼 함 이 좋 다.
23,맥주 향 이 좋 다.
23,향 이 좋 고 부드러움 목 넘김 이 좋 아요.
23,향 과 맛 이 좋 음.
23,향 이 좋 아서.
24,순할 것 같아 요.
24,순한 맛 ~.
24,순하고 목 넘김 이 부드러워 서요.
24,맛 이 순하고 좋 다.
24,맥주 가 부드럽 고 순한 맛 때문 에.
24,깔끔하고 순한 맛 이 좋 아서.
24,순하고 부드럽 다 목 넘김 이 좋 다.
24,순하면 서 목 넘김 이 좋 다.
24,맛 이 순한.
24,순하고 목 넘김 이 좋 다.
24,맛 이 깔끔하고 순하다.
24,맛 이 순하고 좋 아서요.
24,맥주 맛 이 순하고 좋 아서.
24,순한 맛.
24,부드럽 고 순한 느낌.
24,순한 맛.
24,부드럽 고 순하다.
24,순하고 깔끔해서.
24,맛 이 순하고 목 넘김 이 좋 아서.
24,"부드럽 고 맛있다 , 순한 맛."
24,순하고 맛있 음.
24,순한 맛.
24,맥주 맛 이 부드럽 고 순하다.
24,목 넘김 이 부드럽 고 순하다.
24,목 넘김 이 부드럽 고 순한.
24,순하고 시원하다.
24,순한.
24,목 넘김 이 좋 고 부드럽 다 순하다.
24,순하다.
24,순하고 국산 이라.
24,맥주 맛 이 순하고 깔끔해서.
24,순한 맛 이라서.
24,순하고 부드러워 목 넘김 이 좋 다.
24,순한 맛 과 깔끔함.
24,맛 이 순하다.
24,맥주 맛 이 순하다.
24,순하고 부드러운 맛 때문 에 좋아한 다.
24,부드럽 고 순하다.
24,목 넘김 이 부드럽 고 순한.
24,순한 맛.
24,순하고 적당한 맛.
24,순하고 맛 이 좋 아요.
24,맛 이 순하고 시원하다.
24,순하다.
24,순한 넘김.
24,맛 이 부드럽 고 순하다.
24,순한.
24,맛 이 깊고 순하다.
24,거품 이 순하다.
24,순하다.
24,순한 맛 ?.
24,순하면 서 부드러운 맛 이 좋 아서.
24,맛 이 순하고 깔 끔.
24,맥주 맛 이 순하다.
24,순한 맛 이 좋 아서.
24,순한 맛 이 좋 음.
24,순하고 목 넘김 이 부드럽 고 깔끔하다.
24,맥주 맛 이 부드럽 고 순하다.
25,상큼 한 맛.
25,시원하고 상큼 하다.
25,맛 이 상큼 하다.
25,상큼 해서.
25,레몬 을 뙇 넣어 서 마시 면 상큼 상큼 상큼.
25,맛있고 상큼 하고 시원하니 까.
25,깔끔하면 서 상큼 한 느낌.
25,상큼 해 보임.
25,상큼 해서.
25,맛있다 상큼 하다.
25,상큼 하고 깔끔한 맛 이 좋 아서.
25,맛 이 상큼 하고 부드럽 다.
25,상큼 해 보임.
25,상큼 하다.
25,상큼.
25,"맛 이 부드럽 고 , 상큼 하다."
25,상큼 함.
25,상큼 한 맛 향.
25,상큼 하다.
25,상큼 한 맛.
25,맛 이 상큼 하고 깔끔하다.
25,맛 이 상큼 하고 맛있다.
25,레몬 맛 이 상큼 하고 좋 아서.
25,맛 이 진하고 상큼 하다.
25,상큼 해서 좋 다.
25,상큼 하고 맛 이 깔 끕 하 다.
25,상큼 한 맛 과 좋 은 목 넘김.
25,상큼 하고 맛 이 써 요.
25,상큼 해서.
25,상큼 한 향.
25,부드러운 목 넘김 과 상큼 한 맛.
25,목 넘김 이 상큼 하다.
25,상큼 한 레몬 맛.
25,상큼 한 맛 이 좋 아서.
25,상큼 하다.
25,상큼 한 향.
25,끝 맛 이 상큼 합 니다.
25,맛 이 깨끗하고 상큼 하다.
25,상큼 하고 목 넘김 이 부드럽 다.
25,"맛 이 진하고 , 상큼 하다."
25,상큼 하다.
25,상큼 한 맛.
25,상큼 함 이 좋 아서.
25,상큼 한 맛 이 나서 좋 다.
25,맛 이 상큼 합 니다.
25,레몬 상큼 한 맛 이 좋 아서.
25,상큼 해서.
25,맛 이 상큼 해서.
25,상큼 한 맛.
25,상큼 한 느낌 이 있 음.
25,부드럽 고 상큼 한 맛 때문.
25,맛있 음 상큼 함.
25,상큼 한 느낌.
26,깨끗한 맛 과 깨끗한 이미지.
26,깨끗한 느낌 이 든 다.
26,깨끗하고 시원한 맛 이 나서.
26,깨끗한 느낌 이다.
26,맥주 맛 이 깨끗하고 맛있다.
26,뒷맛 이 깨끗하다.
26,깨끗해서.
26,깨끗한 맛.
26,깨끗함.
26,깨끗하다.
26,맛 이 깔끔하고 깨끗하다.
26,광고 가 깨끗해서.
26,상쾌하고 깨끗한 맛.
26,깨끗하고 부드러운 이미지.
26,맛 이 순하고 깨끗하다.
26,깨끗하다.
26,맛 이 깨끗하고 깔끔해서.
26,깨끗함.
26,깨끗함.
26,부드럽 고 깨끗하다.
26,깨끗한 느낌 때문 에.
26,맥주 맛 이 풍부하고 깨끗한 느낌.
26,깨끗한 맛.
26,시원하고 깨끗하고 순한 맛.
26,깨끗한 맛.
26,깨끗함.
26,맛 이 신선하고 깨끗하다.
26,맛 이 깨끗하다.
26,깨끗하다.
26,맥주 맛 이 깔끔하고 뒷맛 이 깨끗하다.
26,깨끗한 맛.
26,뒷맛 이 깨끗하고 깔끔하다.
26,뒷맛 이 깨끗하고 깔끔해서.
26,맛 이 깨끗하다.
26,깨끗하고 끝 맛 이 좋 다.
26,"청량감 , 깨끗함."
26,"무엇 인가 깨끗해 보이 고 무엇 보다 끝 맛 이 쓰 지 않고 좋 으며 , 목 넘김 이 깨끗합 니다."
26,깨끗한 맛.
26,맥주 의 부드럽 고 깨끗한 맛.
26,깨끗함.
26,산 뜻하다 깨끗하고.
26,맛 이 깨끗하다.
26,가장 저렴 하면 서 맛 이 깨끗하다.
26,깨끗하고 깔끔한 이미지 가 좋 다.
26,부드럽 고 깨끗한 맛 이 좋 아서.
26,넘김 이 좋 고 깨끗한 맛 때문 에.
26,뒷맛 이 깔끔하고 깨끗하다.
26,맛 이 깨끗하다.
26,깨끗하다.
26,깨끗함.
26,깨끗한 뒷맛.
26,깨끗하다.
26,시원하고 깨끗해서 좋 다.
26,깨끗한 맛.
26,맛 이 깨끗할 것 같아 서.
26,맛 이 깨끗해서.
27,시원한 느낌 이 있어 서.
27,맛 이 부드럽 다 시원하다.
27,맛 이 시원하다.
27,시원한 맛.
27,"좋아하는 맛 이어서 , 시원하고."
27,시원한 맛.
27,맛 이 시원해서.
27,시원한 맛.
27,맛 이 있어 서.
27,맛 이 있 음.
27,맛있다 시원하다.
27,맛있다 시원하다.
27,시원한 맛.
27,맛 이 있어 서.
27,맛 이 있다.
27,시원한 맛.
27,맛 이 있 음.
27,맛 이 시원하다.
27,광고 가 시원하고 맛 도 시원하다.
27,맛 이 있다.
27,구스 한 맛 이 있다.
27,맛있다 시원하다.
27,시원한 맛.
27,시원한 느낌 이 있어 서.
27,맛 이 있 습니다.
27,맛 이 있어 서.
27,시원한 맛 맛있어 요.
27,맛 이 있어 서.
27,시원한 맛.
27,맛 이 있다.
27,시원한 맛.
27,시원하고 맛있어 서.
27,맛 이 있다.
27,맛 이 있어 서.
27,시원한 맛.
27,맛 이 시원하다.
27,시원한 맛.
27,시원한 맛.
27,시원하고 맛있어.
27,맛 이 있어 서.
27,맛 이 있어 서.
27,뭔가 시원하고 맛있다.
27,시원하고 맛 이 다른 맥주 보다 맛있다.
27,"시원함 그리고 , 맥주."
27,맛 이 시원하다.
27,맛 이 있다.
27,맛 이 있어 서.
27,시원한 맛 과 쌉싸름 한 맛 이 좋 음.
27,맛 이 있어 서.
27,맛 이 있어 서.
27,시원한 맛.
27,부드럽 고 시원함.
27,시원한 맛 ~~.
27,시원하고 맛있어 서 입니 다.
27,시원하고 맛있어 서.
27,맛있다 시원하다.
27,시원한 맛.
27,시원함 이 좋 아서.
27,맛 이 있어 서.
27,맛 이 있어 서.
27,맛 이 있어 서.
27,맛 이 있다.
27,맛 이 있으 니까.
27,시원하고 부드러워 서.
27,맛 이 있어 서.
27,맛 이 있어 서.
27,맛 이 있다.
27,시원한 맛.
27,맛 이 시원함.
27,맛 이 있다.
27,맛 이 진하다 시원하다.
27,"시원하고 , 맛 이 부드럽 다."
27,시원한 맛.
27,맛 이 좋 고 부드럽 고 시원함.
27,맛있고 시원하다.
27,맛 이 시원하다.
27,시원한 맛.
27,시원한 맛.
27,맛 이 있 음.
27,맛 이 시원하다.
27,맛 이 시원해서.
27,맛 이 있다.
27,시원하고 맛있다.
27,시원한 맛 이 있는 맥주 라고 나 할 까 요.
28,대중 적 이라서.
28,가장 대중 적 이어서.
28,맛 이 가장 좋 다.
28,대중 적.
28,대중 적 이니까.
28,가장 맛 이 좋 아서.
28,대중 적 이다.
28,대중 적 이다.
28,가장 친숙 하고 대중 적 이다.
28,"가장 대중 적 이고 , 맛 이 좋 다."
28,대중 적 이어서.
28,맛 이 가장 좋 아서.
28,가장 대중 적 이고 가장 익숙한 맛 이다.
28,가장 대중 적 이고 입맛 에 맞다.
28,대중 적 이라서.
28,대중 적.
28,대중 적.
28,대중 적 이고 맛 이 깔끔해서.
28,맛 이 좋 다 대중 적 이다.
28,대중 적.
28,대중 적 이고 진한 맛 이 좋 아서.
28,가장 대중 적 이다.
28,깔끔한 맛 이 좋 고 대중 적 이다.
28,대중 적 이라.
28,맛 이 가장 좋 다.
28,대중 적 이어서.
28,대중 적 이라서.
28,가장 대중 적임.
28,대중 적.
28,맛 이 가장 좋 다.
28,대중 적 이라서.
28,대중 적 이어서.
28,대중성.
28,대중 적 이다.
28,대중 적.
28,대중 적 이다.
28,대중 적.
28,맛 이 가장 좋 음.
28,가장 대중 적 이 면서 시원하면 톡 쏘는 맛 이 좋 다.
28,대중 적 이다.
28,대중 적 이다.
28,가장 대중 적 인 맥주 라서.
28,깔끔한 맛 대중 적 이다.
28,대중 적 이어서.
28,맛 이 깔끔하고 대중 적 이라서.
28,맛 이 가장 좋 음.
28,맛 이 가장 좋 다.
28,맛 이 가장 좋 음.
28,맛 이 가장 좋 음.
28,대중 적.
29,맥주 가 다른 맥주 들 에 비해 더 톡 쏘는 맛 이 강해서.
29,톡 쏘는 맛 이 시원하고 좋 다.
29,톡 쏘는 시원함.
29,톡 쏘는 맛 이 좋 아서 선호.
29,"시원하고 톡 쏘는 맛 , 대표 적 인 맥주."
29,쏘는 맛 이 좋 아서.
29,톡 쏘는 맛 과 깔끔함.
29,쏘는 맛 이 강하다.
29,톡 쏘고 시원하다.
29,톡 쏘는 맛 과 끝 에 구수 한 맛 이 시원해서 좋 다.
29,톡 쏘는 시원함.
29,시원한 톡 쏘는 맛 이 있다.
29,톡 쏘는 맛 이 강하면 서 목 넘김 은 시원하면 서 부드럽 다.
29,시원하게 톡 쏘는 맛 이 좋 다.
29,향 이 진하고 톡 쏘는 맛 이 강해서.
29,맛 이 톡 쏘는 것 때문 에.
29,톡 쏘는 맛 이 강하고 씁 쓸 하 면서 고소한 맛 이 강하다.
29,톡 쏘는 맛 이 있어 서.
29,톡 쏘는 맛 과 목 넘김 이 좋 고 시원하다.
29,톡 쏘는 느낌 이 좋 다.
29,톡 쏘는 맛 이 다른 맥주 보다 시원함.
29,톡 쏘는 맛 이 강해서.
29,톡 쏘는 맛 이 있고 시원하다.
29,다른 맥주 보다 시원하고 톡 쏘는 탄산 의 맛 이 좋 아서.
29,맛 이 강하지 않고 쏘지 않는 다 부드럽 다.
29,마셨 을 때 의 시원함 톡 쏘는 맛.
29,시원하고 톡 쏘는 맛 이 있고 부드럽 다.
29,톡 쏘는 시원함.
29,마시 면 톡 쏘는 느낌 이 제일 강하다.
29,부드러움 너무 톡 쏘지 않아 서 좋 음.
29,쏘는 맛 이 좋 아서.
29,톡 쏘는 맛 이 강하지 않고 거품 이 맛있다.
29,맛 이 톡 쏘는 맛 이 있어 서.
29,다른 맥주 보다 시원하고 쏘는 맛 이 강하다.
29,톡 쏘는 특유 의 맛.
29,톡 쏘는 맛 이 강하면 목 넘김 이 시원하다.
29,맛 이 강하다.
29,톡 쏘는 맛 이 강하다.
29,톡 쏘는 맛 이 시원하다.
29,"톡 쏘는 맛 , 거품."
29,맛 이 진하다 쏘는 맛 이 강하다.
29,톡 쏘는 맛 이 좋 고 익숙해진 맛 이라 좋아한 다.
29,다른 맥주 에 비해 톡 쏘는 맛 이 강하고 맛있다 시원한 맛 이 좋 다.
29,톡 쏘는 맛 과 목 넘김.
29,다른 맥주 보다 톡 쏘는 느낌 이 강하다.
29,톡 쏘는 강한 맛 이 가장 인상 적.
29,"강한 맛 , 톡 쏘는 느낌."
29,톡 쏘는 맛 이 좋 아서 이미지 도 좋 음.
29,시원하고 톡 쏘는 구수 한 맛.
29,톡 쏘는 맛 이 좋 고 목 넘김 이 부드럽 다 시원하다.
29,다른 맥주 와 달리 탄산 의 톡 쏘는 맛 이 강함.
29,맛 이 깔끔하고 톡 쏘는 맛 이 좋 아서.
29,탄산 의 톡 쏘는 맛 이 강한 점.
29,이유 는 부드러움 과 톡 쏘는 맛 때문 입니 다.
29,톡 쏘면 서 시원함 이 느껴진 다.
29,맥주 의 톡 쏘는 맛 이 강함.
29,칼로리 가 낮고 톡 쏘는 맛 이 시원하다.
29,톡 쏘는 맛 과 목 넘김 이 좋 다.
29,맛 이 강해서.
29,특유 의 톡 쏘는 맛 이 좋 음.
29,"깔 끔 , 톡 쏘는."
29,톡 쏘는 ( 시원한 ) 맛 이 가장 ? 다.
29,목 넘김 이 부드럽 고 톡 쏘는 첫맛 부드러운 끝 맛.
29,목 넘김 이 시원하고 톡 쏘는 맛 이 좋 다.
29,시원하고 톡 쏘 음.
29,상표 가 좋 은 게 아니 라 맛 이 좋 고 톡 쏘는 맛 이 좋 아서.
29,톡 쏘는 맛 이 맛있어 서.
29,맛 이 부드럽 다 톡 쏘는 맛 도 있지 만 부드러운 끝 맛 이 좋 다.
29,쏘는 맛.
29,가볍 고 깔끔하고 톡 쏘는 맛 이 좋 다.
29,쏘는 맛 떄문.
29,쏴 한 맛.
29,톡 쏘는 맛 이 강해서.
29,거품 이 부드럽 고 톡 쏘는 탄산 맛 이 좋 다.
29,톡 쏘는 맛 때문 에 좋아합 니다.
29,톡 쏘는 맛 과 진한 맛 이 좋 다.
29,톡 쏘는 맛 이 강해서 좋 고 목 넘김 이 좋 다.
29,톡 쏘는 탄산 맛 이 강해서 내 입 만에 맞다.
29,톡 쏘는 맛 이 있다.
29,톡 쏘는 맛 이 있어 서.
29,강한 맛.
29,강한 맛.
29,시원한 청량감 톡 쏘는 맛.
29,톡 쏘는 부드러운 맛.
29,톡 쏘는 맛 과 시원한 맛 이 강하기 때문 에.
29,맛 이 부드럽 고 톡 쏘는 맛 이 적당해서.
29,끝 맛 이 깔끔하고 톡 쏘는 맛 이 있어 좋아한 다.
29,맥주 의 톡 쏘는 맛 이 다른 맥주 보다 좋 음.
29,톡 쏘는 맛 이 다른 맥주 보다 시원하고 묵 직하 지 않아 서 좋 다 ~.
29,톡 쏘는 시원한 맛.
29,카스 에 톡 쏘는 맛 이 맛있 습니다.
29,톡 쏘는 맥주 의 특유 한 맛 이 좋 아서.
29,다른 맥주 보다 톡 쏘며 진하다.
29,톡 쏘는 느낌.
29,시원한 느낌 과 톡 쏘는 맛 이 좋 다.
29,시원함 과 톡 쏘는 맛.
29,톡 쏘는 느낌 이 좋 다.
29,톡 쏘는 맛 이 좋 습니다 다른 맥주 보다 맛 이 진합 니다.
29,맥주 맛 이 톡 쏘는 맛 이 강하다.
29,톡 쏘는 맛 이 시원함.
29,톡 쏘는 맛 이 강하지 않으 며 목 넘김 이 좋 다.
29,톡 쏘는 맛 과 깔끔한 뒷맛 때문 에.
29,"톡 쏘고 , 깔끔하다."
29,톡 쏘는 뒷맛 이 좋 아서요 ~.
29,다른 맥주 보다 톡 쏘는 맛 이 강해서.
29,톡 쏘는 깊은 맛.
29,톡 쏘는 맛 과 시원함.
29,목 넘김 이 좋 고 톡 쏘는 맛 이 강하지 않아 서 좋아한 다.
29,톡 쏘는 맛 이 강해서.
29,톡 쏘는 맛 이 있다 그리고 시원하다.
29,맛 이 좋 음 톡 쏘는 맛 을 좋아함.
29,"깔끔하고 , 톡 쏘는 맛."
29,깔끔함 과 톡 쏘는 맛 이 적당해서.
29,톡 쏘는 느낌 이 좋 음.
30,맛 이 깊고 목 넘김 이 부드럽 다.
30,다른 맥주 보다 더 깊은 구수 하고 깊은 맛 이 나 는 것 같아 서.
30,맥주 의 깊은 맛.
30,깊은 맛 이 좋 아서.
30,깊은 맥주 의 맛 이 입맛 에 맞 음.
30,목 넘김 이 깔끔하고 맛 이 깊다.
30,시원하고 깊은 맛.
30,맛 이 부드럽 고 깊 음.
30,맛 이 깊다.
30,맛 이 깊다.
30,맥주 가 부드럽 고 깊은 맛 이 있어 서.
30,깊은 맛.
30,흑 맥주 를 좋아하고 맛 이 깊다.
30,맛있어 서 깊은 맛.
30,깊은 맛 이 좋 다.
30,깊은 맛 향.
30,깊은 향.
30,맥주 의 깊은 맛 이 나서.
30,맥주 의 깊은 맛 과 다른 맥주 와는 다른 맛 을 느낄 수가 있다.
30,깊은 맛.
30,맛 이 깊어 서.
30,맥주 맛 이 깊고 뒷맛 이 깔끔하다.
30,하이네 켓 만의 깊은 맛.
30,깊고 진한 맛.
30,맛 이 진하고 깊다 맛 이 있다.
30,깊고 부드러운 맛.
30,맛 이 깊고 깔끔해서.
30,깊은 맛.
30,맛 이 깊고 진하다.
30,맛 이 진하고 깊다.
30,맥주 가 구수 하다 맛 이 깊고 보통 맥주 보다 맛 이 깊다.
30,다른 맥주 보다 깊은 맛 이 나 는 것 같다.
30,맛 의 풍 미가 깊다.
30,맛 이 제일 깔끔하고 깊다.
30,맛 이 깔끔하고 깊 음.
30,깊은 맛.
30,"깊은 맛 , 진한 맛."
30,깊은 맛 과 진한 맛.
30,맥주 의 깊은 맛 이 있다.
30,깊은 맛.
30,깊은 맛 이 좋 다.
30,다른 맥주 보다 맛 이 깔끔하고 맥주 의 맛 이 깊다.
30,시원하고 깔끔하고 깊은 맛.
30,다른 맥주 보다 풍 미가 깊 음.
30,부드럽 고 깊은 맛.
30,깊은 맛.
30,깊은 맛.
30,부드럽 고 깊은 맛 이 난 다.
30,깊은 맛.
30,깊은 맛 이 있다.
30,흑 맥주 의 깊은 맛 을 좋아함.
30,깊은 맛 때문 에.
30,저렴 하고 깊은 맛.
30,강하지 않지 만 깊은 맛 부드러운 맛.
30,맛 이 깊으 면서도 깔끔하다.
30,맥주 에서 깊은 맛 이 난 다.
30,맛 이 깊으 면서 좋 다.
30,깊은 맛 이 좋 아서.
30,맛 이 깊어 서.
30,깊고 부드러운 맛.
30,맛 이 깊어 서.
31,끝 맛 이 좋 아서.
31,맛 이 깔끔하고 상쾌함.
31,끝 맛 이 깔끔해서 좋 다.
31,목 넘김 이 좋 고 산 뜻한 끝 맛 이 좋 음.
31,맛 이 부드럽 고 끝 이 진해서.
31,"맛 의 풍부함 , 상쾌함 이 좋 음."
31,끝 맛 이 좋 아서.
31,끝 맛 이 깔끔하다.
31,마시 면 끝 맛 이 깔끔해서 좋아함.
31,깔끔한 첫맛 과 그 맛 이 끝 까지 남아 서.
31,가볍 고 상쾌한 맛 이 좋 다.
31,음 끝 맛 이 좋 아요.
31,맥주 의 끝 맛 이 상큼 하고 향 이 좋 다.
31,맛 이 상쾌하다.
31,맛 이 부드럽 고 끝 맛 이 좋 음.
31,상쾌해서.
31,맛 이 깔끔하고 상쾌해서.
31,끝 맛 이 부드럽 고 목 넘김 이 좋 다.
31,상쾌함.
31,부드럽 고 상쾌한 맛 이 가장 강함.
31,맛 이 가볍 고 상쾌함.
31,끝 맛 이 좋 다.
31,상쾌함.
31,맛 이 좋 다 그게 끝 맛 이 약간 생맥주 맛 이 난 다.
31,다른 맥주 에 비해 맛 이 상쾌하고 깔끔하다.
31,다른 맥주 보다 탄산 이 강하다 끝 맛 이 깔끔하다.
31,끝 맛 이 깔끔해서.
31,맛 이 구수 하고 끝 맛 이 좋 다.
31,시원하고 끝 맛 이 깔끔하다.
31,깔끔하게 떨어지는 끝 맛 이 좋 다.
31,상쾌한 맛.
31,맛있다 끝 맛 이 다른 맥주 대비 좋 다.
31,끝 맛 이 좋 다.
31,뒷맛 이 깔끔하고 상쾌하다.
31,"맛있고 , 끝 맛 이 써 서 좋 다."
31,상쾌한 느낌 이 든 다.
31,상쾌한.
31,상쾌한 맛 때문 에.
31,"상쾌 , 시원 , 가벼운 느낌."
31,맥주 를 넘길 때 끝 맛 이 깔끔함.
31,상쾌함.
31,맛 이 상쾌하게 내 입 에 맞 음.
31,끝 맛 이 깔끔해서.
31,더 상쾌한 맛 이다.
31,다른 맥주 에 비해서 끝 맛 이 좋 다.
31,맛 이 라이트 하면 서도 끝 맛 이 좋 다.
31,다른 맥주 보다 끝 맛 이 깔끔해서.
31,맛 이 상쾌하다.
31,무난 하고 끝 맛 이 깔끔하다.
31,상쾌하고 깔끔한 맛.
31,맛 이 깔끔하고 끝 맛 이 좋 다.
31,끝 맛 이 부드럽 다.
31,맥주 의 끝 맛 이 좋 고 거품 도 좋 다.
31,상쾌함.
31,상쾌한 맛.
31,목 넘김 이 부드럽 고 끝 맛 이 깔끔함.
31,끝 맛 이 없다.
31,끝 맛 이 시원하다.
31,맛 이 상쾌해서.
31,끝 넘김 이 좋 음.
31,목 넘김 이 좋 고 부드럽 다 끝 맛 이 깔끔하고 순하다.
31,끝 맛 이 깔끔하고 상쾌하다.
31,맜있어 ? 가격 이 싸고 끝 맛 이 깔끔함.
31,시원하고 끝 맛 이 깔끔하다.
31,뒷맛 이 시원하면 서 상쾌하다.
31,끝 맛 이 상쾌함.
31,시원하고 꺌끔 하고 상쾌하다.
31,특유 의 끝 맛.
31,"깔끔한 맛 , 끝 맛 이 개운 하다."
31,끝 맛 이 부드럽 고 상쾌하다.
31,상쾌한 맛.
31,상쾌한 느낌.
31,부드럽 고 상쾌하다.
31,상쾌한 맛.
31,끝 맛 이 좋 다 맥주 의 향 이 진하다.
31,깔끔한 끝 맛 과 목 넘김 이 부드럽 고 쌉싸름 한 맛 이 좋 다.
31,맛있어 서 끝 맛 때문 에.
31,부드럽 고 깔끔한 끝 맛 이 좋 음.
31,맛 이 상쾌하고 시원하다.
31,상쾌하고 청량감 이 좋 아서.
31,레몬 맛 이 상쾌함 을 줘 서.
31,끝 맛 이 좋 다.
31,맛 도 있고 끝 맛 이 좋 다.
31,끝 맛 이 깔 끔.
31,목 넘김 이 부드럽 고 끝 맛 이 좋 음.
31,부드럽 고 보리 맛 이 상쾌함.
31,맛 이 상쾌하다.
31,"맛있어 서 , 상쾌해서."
31,맥주 끝 맛 이 좋 아서.
31,맛 이 깔끔하고 상쾌했 습니다.
31,맛 이 상쾌해서.
31,상쾌한 맛 이 좋 다.
31,끝 맛 이 좋 아서.
31,끝 맛 의 청량감 이 좋 다.
31,상쾌하고 맛있다.
31,끝 맛 이 다른 맥주 에 비해 깔끔해서 좋 다.
31,부드럽 고 끝 맛 이 깔끔함.
31,주로 먹는 맥주 로 끝 맛 이 좋 아서.
31,맛 이 상쾌해서.
31,맥주 맛 이 좋 고 끝 맛 이 깔끔해서 좋아함.
31,끝 맛 이 가벼운 듯 깔끔하다.
31,상쾌한 맛 이 난 다.
31,상쾌해 보 여서.
31,끝 맛 이 깔끔해서.
31,상쾌하고 톡 쏘는 느낌 이 좋 다.
31,끝 맛 이 좋 아서.
31,시원하고 상쾌한 맛 이 좋 다.
31,끝 맛 이 부드러워 서.
31,첫맛 과 끝 맛 이 깨끗하고 거품 이 부드럽 다.
31,끝 맛 이 깔끔해서.
31,맥주 의 끝 맛 이 깔끔해서 마시기 편하다.
31,끝 맛 이 깔끔해서.
31,상쾌한 맛.
31,끝 맛 이 깔끔하고 시원하다.
31,끝 맛 이 깔끔하다.
31,끝 맛 과 목 넘김 이 좋 다.
31,첫맛 부터 끝 맛 까지 부드럽 고 역 하지 않아 좋 다.
31,첫맛 과 끝 맛 이 같다.
31,"목 넘김 이 좋 고 , 끝 맛 이 쓰 지 않아 좋 다."
31,끝 맛 이 부드럽 다.
32,맛 이 독특함.
32,디자인 이 독특해서.
32,독특한 맛 과 향.
32,호가든 만의 독특한 맛 과 향 이 좋 아서.
32,향 이 독특해서.
32,거품 이 부드럽 고 맛 은 깔끔하다 다른 맥주 와 다른 독특한 향 을 느낄 수 있다.
32,향 과 맛 이 독특해서.
32,맛 이 독특하고 좋 아서.
32,"흑 맥주 , 독특함 , 향 , 맛 ( 부드러움 )."
32,독특한 맛 과 향.
32,"독특한 맛 , 부드러움."
32,맛 이 독특해서.
32,독특한 레몬 향.
32,맛 이 독특하고 맛있다.
32,맥주 의 독특한 맛.
32,맛 이 독특해서.
32,독특한 맛.
32,독특한 맛 때문 에.
32,맛 이 부드러워 서 향 이 독특해서.
32,"맛 과 향 이 독특하며 , 목 넘김 이 부드러운 고급스러 움 이 좋 습니다."
32,맛 이 부드럽 고 다른 맥주 와 달리 독특한 향 과 맛 이 있어 서.
32,향 이 독특해서 좋 다.
32,독특한 향 과 맛 이 좋 아서.
32,맛 이 독특해서.
32,"호가든 특유 의 독특한 향 이 좋 고 , 목 넘김 도 부드럽 다."
32,다른 맥주 와 다른 독특한 맛 이 있다.
32,독특한 향 이 좋 고 맛 이 부드러워 목 넘김 이 좋 다.
32,흑 맥주 맛 이 독특해서.
32,향 이 너무 독특하지 도 않고 적당한 탄산 으로 맛 이 좋 다.
