clusterno,,docNo,raw_doc
20,11,9090,목넘김이 부드럽고 맛이 좀 진하다
20,12,5875,간단하게 먹기에 목넘김이 좋고 부드러워서
20,13,8271,입에 가져다 댈 때 부터 입술을 감싸는 부드러운 느낌을 받고 목넘길 때 까지 계속됨
20,14,3950,탄산맛이 적고 넘김이 부드러워서 좋아한다.
20,15,1570,맛이 깔끔하고 목넘김에 좋다. 탄산감도 적당하다. 부드럽다.
20,16,2743,부드러운 목넘김과 다양한 맛
20,17,8765,부드러운 거품과 목넘김
20,18,7193,톡쏘는 맛이 강하면서 목넘김은 시원하면서 부드럽다
20,19,9772,맛이 깔끔하다.  목넘김이 좋다.  부드럽다.
20,20,3546,목넘김이좋고 맛도 부드럽고 약간 단맛이 난다
20,21,9334,칼로리도 낮고 목넘김도 부드러워서요
20,22,709,순하고 부드러워 목넘김이 좋다
20,23,8388,부드러운 맛과 깔끔한 넘김이 좋아서
20,24,319,마셨을때 시원하고 목넘김이 부드러움
20,25,7225,목넘김이 부드럽고 맛있다
20,26,7278,먹을때 부드럽고 목넘김이 깔끔해서
20,27,6447,목넘김이 부드럽고  먹기에 깔끔하며  음용량 사이즈 가 적당하다
20,28,2583,목넘김이 부드럽고 거품이 적음
20,29,1389,맛이 부드럽고 목넘김이 깔끔하고 좋다
20,30,6609,부드러운 거품과 목넘김
20,31,8924,가장목넘김이부드럽고맛있다
20,32,5843,부드럽고  목 넘김이 아주 깨끗해서 좋아합니다.
20,33,5152,목넘김이 부드럽고 라이트하니까
20,34,1008,청량감이 좋고 목넘김이 부드럽다
20,35,7161,칼로리가 적고 목넘김이 부드럽고 거부감이 별로 들지 않는맛이 난다.
20,36,4758,"목넘김이 매우 부드럽고, 다른 것들 보다 시원하다"
20,37,4574,목넘김이 좋고 부드러운 느낌이 있다.
20,38,554,목넘김이 부드럽고 시원하게 쏘는 맛이 일품입니다.
20,39,3125,"풍미작렬 광고도 좋고, 목넘김이 부드러워서"
20,40,1487,부드러운 목넘김과 상큼한 맛
20,41,4768,마셨을때 맛이 깔끔합니다.. 목넘김이 부드럽습니다.
20,42,2358,거품이 부드러워 목넘길때 기분이 좋다
20,43,7449,목넘김이 부드럽고 시원하고 무난하게 먹을수 있다
20,44,2426,맛이 부드럽고 목넘김이 깔끔하다
20,45,10160,"목 넘김이 편하고, 부드럽다"
20,46,59,목넘김이 부드럽고 맛도 깔끔해서
20,47,1582,거품이 부드럽고 맥주의 향과 풍미가 잘살아있다.  목넘김도 좋다
20,48,9584,목넘김이 부드럽고 깔끔한 끝맛  적당히 톡쏘면서 맛이 좋음
20,49,4420,목넘김이 부드럽고 맛있다.
20,50,1430,맛이 깔끔하고 목넘김이 부드러워서 좋아한다
20,51,6024,맛있어요. 넘김이 부드러움
20,52,8925,탄산때문에 목넘김이 더 부드럽다   
20,53,2300,맥주맛이 부드럽고 목넘김이 편하다
20,54,7439,순하고 부드럽다 목넘김이 좋다
20,55,5601,목넘김이 부드러워서 좋아한다
20,56,7423,"목넘김이 부드럽고, 고급스러움"
20,57,26,거품이 부드럽고 목넘김이 좋다. 향또한 마찬가지
20,58,9517,맛이 깔끔하고 목 넘김이 부드러워서
20,59,8010,맛이 부드럽고 거품이또한 부드럽다  목넘김이 좋고 패키지의 황금색이 잘익은 보리가 연상되어 맛이 풍부할것 같은 느낌을 준다
20,60,4083,깔끔한 끝맛과 목넘김이 부드럽고 쌉싸름한 맛이 좋다
20,61,1968,부드러움 거품 목넘김
20,62,8808,목넘김의 부드러움과 깔끔함
20,63,6269,톡쏘는맛이 좋고 목넘김이 부드럽다 시원하다
20,64,9879,목넘김이 부드럽고 청량감이뛰어나다
20,65,6321,목넘김이 부드럽고 순하다
20,66,4016,향이 좋고 목넘김이 부드러우며 초창기부터 마셔왔다.
20,67,9749,가장 맛있고 목넘김이 부드러워서
20,68,53,목넘김이 부드럽고 맛이 깔끔하다
20,69,10149,아사히 생맥의 목넘김이 부드럽다
20,70,9933,마셨을때 목넘김이 부드럽고 깔끔한 느낌이 좋다.
20,71,8033,맛이 부드럽고 목넘김이 좋아서 자주 마셔요!
20,72,1156,목넘김이 부드럽고 끝맛이 깔끔함
20,73,2770,목넘김도 부드럽고 칼로리도 낮고 깔끔하다
20,74,5205,맛이 강하지 않고 목넘김이 부드럽다
20,75,2470,거품이 부드럽고 목넘김이 좋다
20,76,405,목넘김이 부드럽고 시원하다
20,77,4732,부드럽고 목 넘김이 좋음. 특히 일본에서 먹었던 엑스트라콜드를 잊지 못해서 아사히를 냉동실에 잠깐 넣어 두었다가 먹는 것을 좋아함
20,78,4122,목넘김이 좋고 부드럽다. 끝맛이 깔끔하고 순하다.
20,79,3425,내가 좋아하는 맛이다  부드럽고 목넘김이 좋다
20,80,7246,목넘김이 부드럽고 뒷끝이 깨끗함.
20,81,2340,거품이 부드럽고 목넘김이 좋다
20,82,3317,최근 아이스포인트로 바뀌고 난 뒤 목넘김이 부드럽다는 생각이 들었다.
20,83,3626,부드럽고 목넘김이 시원해요
20,84,8075,"목넘김이 부드럽고, 거품이 풍성한것같고 순한것같아서"
20,85,4341,많이 톡 쏘지 않고 부드럽다. 목넘김이 부드러운 느낌이 들고 잘 넘어간다. 다른 맥주에 비해서 순한 느낌이고 질리지 않는다.
20,86,5870,맥주 보리맛이 많이 나고 탄산이 강하지 않으며 목넘김이 부드러워서
20,87,757,목넘김이 부드럽다. 고급스러운 이미지도 있다.
20,88,7343,청량감이 좋고 목넘김이 부드럽다
20,89,5493,일단 맛이 부드럽고 맛있음  약간 오렌지향이 돌면서 목넘김도 부드럽고 자극적이지 않음
20,90,7553,목넘김이 부드럽고 맛있다
20,91,4979,부드러움 넘김때문에
20,92,2478,맛이 깔끔하고 목넘김이 부드러워서
20,93,10142,밀러를 전에는 자주 마셨는데 목넘김이 부드럽고 머랄까 맛이 전체적으로 부드럽습니다.
21,0,1378,"오래전부터 먹어왔고, 다른 맥주에 비해 맛이 깔끔하다."
21,1,3309,맥주 맛이 많이 쓰지 않고 다른맥주에 비해 부드럽다
21,2,4695,다른 맥주에 비해 목넘김이 좋은거 같고 색이 마음에 든다.
21,3,7158,알싸하고 쏘는 맛이 다른 맥주에 비해 세고 맛있음
21,4,6817,다른 맥주에 비해서 톡쏘는 맛이 있기때문에
21,5,4889,다른맥주에비해 확실히 맛있음
21,6,4271,다른 맥주에 비해 단 맛이 조금 난다. 병이 예쁘다.
21,7,7049,"크리미한 맛, 다른 맥주에 비해 목넘김이 좋고 깔끔하며 독특하다"
21,8,2976,무거운맛의 맥주를 선호하지 않아서 하이트나 맥스에 비해 맛이 깔끔하다.  보통 저녁에 맥주를 마시기 떄문에 다른맥주에 비해 칼로리도 적어 선호하는 편임.
21,9,9642,다른맥주에 비해서 맛이 깔끔하다
21,10,2800,가성비에 비해 맛이 좋아서
21,11,3121,다른 맥주에 비해서 가격은 비싼편이지만 맛이 다른맥주보다 훨씬 깔끔하고 취향에 맞는 맛임
21,12,2602,다른 맥주들에 비해 맛이 좋다.
21,13,2044,다른 맥주에 비해서 깔끔한 맛이다
21,14,6229,다른 맥주에 비해 부드럽고 깔끔한 맛때문.  
21,15,8052,다른 맥주에 비해 저칼로리라고 해서...
21,16,1720,알코올이 적게 들었고 다른 맥주에 비해 단맛이 있어서
21,17,5412,다른 맥주에 비해 맛과 목넘김이 깔끔한 느낌이 들어서
21,18,2638,"다른맥주에 비해 맛이 있다. 

깔끔한 느낌?  

모 맥주는 약간 비린맛?같은 맛과 밍밍한 느낌이 나는데 비해  

카스는 맥주만의 톡 쏘는맛과 전체적으로 깔끔하면서 좋은느낌의맛을 준다. 

신선함의 느낌이 있다."
21,19,6561,다른 맥주에 비해 좀 가벼운 것 같고 그래서 부담이 적었습니다.
21,20,10230,칼로리가 다른맥주에 비해 적어서
21,21,6987,다른 맥주에 비해 순한 맛
21,22,10182,맛이깔끔하고 가격대가 외국맥주에 비해 싼편이다
21,23,1811,톡쏘는맛이 다른맥주에 비해 더 좋다
21,24,5252,다른 맥주에 비해서 맛이 덜 맹한것 같다. 깊은맛이 우러나오는 것 같아서 내 입맛에 맞다.
21,25,949,맛있어서 좋아함. 다른 맥주에 비해 닝닝하지도 않고 쓰지도 않음
21,26,3292,목넘김이 시원하고 타맥주에 비해 특유의 맥주향이 풍부해서
21,27,9920,"톡쏘는 맛이 다른 맥주에 비해 좋고, 뒷맛이 깨끗함"
21,28,3419,다른 맥주에 비해 도수가 조금 높은 듯해서
21,29,8994,맛과 향이 다른것에 비해 좋음
21,30,3310,다른 맥주에 비해서 똑 쏘는 맛이 더 나는듯해서
21,31,545,다른맥주에 비해서 좀더 시원한것 같아서
21,32,6383,맥주의 맛이 다른 맥주에 비해 부드럽고 목넘김이 좋아서
21,33,3072,맥주가 다른 맥주들에 비해 더 톡 쏘는 맛이 강해서
21,34,5379,맛이 다른맥주에 비해 맛이 좋음
21,35,9827,다른 맥주에 비해서 보리의 깊은 맛을 느낄수가 있다.
21,36,4427,다른 맥주에 비해 쓰지 않고 입맛에 맞다.
21,37,8733,다른맥주에 비해 탄산감이 좋습니다.
21,38,4343,"끝맛이 깔끔하고, 탄산이 다른 맥주에 비해 조금 더~~ 있는 거 같다"
21,39,621,다른맥주에 비해서 끝맛이 좋다
21,40,4255,1. 보리로 만들었다는 특성 때문인지 타 맥주들에 비해 몸에 좀 덜 해로울 것 같다는 생각이 든다.  2. 맛이 타 맥주에 비해 좀 덜 쓴 것 같다.
21,41,121,다른맥주에 비하여 맛이 더 좋다.
21,42,9176,다른것에 비해 깊은맛이 있다.
21,43,8921,끝맛이 다른 맥주에 비해 깔끔해서 좋다
21,44,9294,다른 맥주에 비해서 목넘김이 좋은 것 같다
21,45,2430,다른 맥주에 비해 맛이 깔끔
21,46,4189,타 맥주에 비해 색이 진하다
21,47,1629,다른 맥주에 비해 입맛에 잘 맞다
21,48,834,맛있습니다 다른 맥주에 비해
21,49,1256,광고도 친숙하고 무엇보다 맥주가 맛있고 부드럽다 다른 맥주에 비해서
21,50,7286,다른 맥주에 비해 끝맛이 쓰지 않음
21,51,5173,다른 맥주에 비해 맛이 상쾌하고 깔끔하다
21,52,8581,맥주 맛이 깔끔하고 시원한 느낌이  타 맥주에 비해    더 든다
21,53,5210,다른맥주에 비해 뒷맛이 강하고 깔끔
21,54,5416,부드럽고 다른맥주에 비해 단맛이 강한편
21,55,10034,"맛이 다른맥주에 비해  찐하고, 금방 오름"
21,56,5604,다른 맥주 브랜드에 비해  선호하는 맥주의 맛이고   선호하는 맥주의 맛은 목넘김이 좋고 뒷맛이 깔끔한걸 선호함  
21,57,5008,다른 맥주에 비해 맛이 있어서
21,58,5102,그냥 맥주도 다른 맥주에 비해 맛있고    특히 흑맥주가 맛있다.
21,59,5013,다른 맥주에 비해 맛도 좋았고 시원함이 느껴짐
22,0,1874,목넘김이부드럽고뒷맛도깔끔함
22,1,7899,뒷맛이 깔끔해서.
22,2,5289,뒷맛이 깔끔함
22,3,9252,뒷맛이 깔끔하고 부드러움
22,4,6150,깔끔한 뒷맛
22,5,2649,맛이 좋아서(뒷맛이 깔끔함)
22,6,6469,"부드러운 맛, 깔끔한 뒷맛"
22,7,7603,톡쏘는 뒷맛이 좋아서요~
22,8,2085,뒷맛이 깔끔하다
22,9,3630,뒷맛이 깔끔해서
22,10,1963,뒷맛이 깔끔하다.
22,11,7677,깔끔한 뒷맛
22,12,4589,뒷맛이 꺠끗해서
22,13,2457,뒷맛이 깔끔하다
22,14,2763,뒷맛이 깔끔하고 좋아서
22,15,4024,"맛이 깔끔하고, 첫맛 뒷맛 다 좋아요"
22,16,3027," 

깔끔한 뒷맛"
22,17,8519,뒷맛이 깔끔해서
22,18,2376,쏘는 맛과 뒷맛이 깔끔해서
22,19,2681,맛도 좋고 뒷맛이 깔끔함
22,20,568,뒷맛이 깔끔하다
22,21,3442,뒷맛깔끔
22,22,8498,뒷맛이깔끔함
22,23,2230,깔끔한 뒷맛
22,24,3134,뒷맛이 깔끔하고 맛있다
22,25,596,뒷맛이 좋아서
22,26,6856,부드럽고 뒷맛이 좋아서
22,27,1679,깔끔한 뒷맛
22,28,9709,뒷맛이 깔끔해서
22,29,84,뒷맛이 깔끔하다
22,30,4990,뒷맛이 깔끔
22,31,1550,깨끗하고 뒷맛이 깔끔하고 부드러움
22,32,3533,깔끔한 뒷맛
22,33,2611,부드럽고 뒷맛이 깔끔해사
22,34,3368,뒷맛이 깔끔함
22,35,7849,맛이 너무너무 청럄감있고 뒷맛이 깔끔해서.
22,36,6939,부드럽고 뒷맛이 개운하다.
22,37,5883,뒷맛이 깔끔?해서
22,38,4441,뒷맛이 좋다
22,39,1738,뒷맛이 쓰지않고 부드럽다
22,40,6070,깔끔한 뒷맛
22,41,1467,뒷맛이 깔끔하다.
22,42,2641,"맛이 있음, 뒷맛이 깔끔함"
22,43,8090,깔끔한 뒷맛이 좋다.
22,44,5121,뒷맛이 깔끔하다
22,45,9102,"뒷맛이 좋아서 

"
22,46,5073,"뒷맛이 깔끔하고 향이 좋고, 목넘김도 부드럽다."
22,47,8489,뒷맛이 깔끔하다
22,48,7499,뒷맛이 깔끔해서
22,49,3762,뒷맛이 깔끔해서
22,50,9795,뒷맛이깔끔하다
22,51,4679,쌉싸름하면서 뒷맛이 깔끔...
22,52,6787,깔끔한 뒷맛
22,53,8378,뒷맛이 깔끔하다
22,54,2232,뒷맛이 깔끔해서
22,55,2858,맛이 부드럽고 뒷맛이좋다
22,56,2544,뒷맛이 깔끔하다
22,57,10294,뒷맛이 깔끔해서
22,58,674,맛이 깔끔하고 뒷맛이 쓰지 않다
22,59,7272,뒷맛이 깔끔하다
23,0,2473,유명하고 맛이좋아서
23,1,10133,광고 김연아...
23,2,9980,광고에 김연아가 나와서
23,3,1144,젤유명한듯해서
23,4,2210,맛도 좋고 김연아가 모델인게 믿음이 간다
23,5,7760,싸이가 광고 모델이기 때문이다
23,6,4261,유명해서 자주 찾게되는것같다
23,7,3974,김연아 광고이후로부터 좋아하게됏음
23,8,110,톡쏘는 맛이 깔끔하고 좋다.  그리고 광고모델도 좋아해서 선호한다.
23,9,8747,유명해서
23,10,3666,김연아 광고때문에
23,11,4575,김연아가 광고해서
23,12,5029,유명해서
23,13,3342,맛이 깔끔하고 광고모델이 신뢰가 되어서
23,14,8363,유명해서
23,15,1071,유명해서
23,16,3551,김연아
23,17,526,유명해서
23,18,4174,광고 모델이 좋음
23,19,2905,유명하니까요
23,20,8116,모델들이 마음에들고 광고가 정말 드라이하게 느껴집니다...
23,21,1632,깨끗한 이미지    광고모델
23,22,8649,유명하니까
23,23,6524,광고모델 김우빈 이종석 때문에
23,24,5125,광고모델이 김연아라서
23,25,3884,광고모델로 인하여 (김연아)
23,26,5404,광고모델
23,27,346,맛도 있거니와 광고모델이 정우성이라서
23,28,2287,광고모델인 김연아가 맘에들어서  그리고 하이트 맥주공장에 다녀온경험이 있는데  맛이있어써
23,29,2844,김연아가 광고하니까
23,30,7099,유명해셔
23,31,9490,김연아 광고때문에
23,32,1072,맛도 톡 쏘고 시원함. 광고모델도 맘에 듬.
23,33,8577,유명하니까
23,34,1567,깨끗한 이미지    광고모델
23,35,4041,유명하니깐
23,36,3167,부드럽고 김연아가 광고해서
23,37,2256,김연아 광고
23,38,9177,김연아
23,39,10286,시원한 맛이 좋다! 김연아가 광고하여서 좋다
23,40,3349,"김연아 광고 보고 마시게 되었는데 맥주도 맛나고, 무엇보다 광고모델이 너무 좋아서"
23,41,675,유명해서
23,42,4721,김연아 광고이후 좋아한다.
23,43,1411,유명하니까 자주 눈에 띈다.
23,44,10351,광고모델 때문에
23,45,8248,광고 모델
23,46,7594,광고모델이 좋고 맛도 괜찮다. 신선하다.
23,47,5090,김연아
23,48,3308,김연아
23,49,8354,TV 광고에서 모델과 내용이 너무 좋아서 상표까지도 머리속에 남고 좋아보이네요
23,50,590,광고모델이 좋아서
23,51,2017,광고모델인 김연아가 좋아서
24,0,9970,특별한건 없고 광고성인듯...
24,1,4515,축구를 좋아해서 익숙한 상표
24,2,193,광고노출이 많아서 가장 친근하다.
24,3,8935,이중에서 제일 맛있다.
24,4,4614,칼로리가 적고 엄청 시원하다
24,5,7016,특유한맛이있다. 더위를가라앉히는....
24,6,7421,방송광고에서 많이 봤기 때문에 친근한 느낌이 들기 때문입니다.
24,7,452,레몬향과 달콤함이 있어서 좋다
24,8,1855,"풍부한 거품과 향, 씁쓸한 맛"
24,9,7941,많이 좋아하짐않지만 그나마 국산에서 젤괜찬은거 갓습니다.
24,10,2156,구입이 쉽고 대중적이라서
24,11,2053,맥주와 어울리는 금빛
24,12,3887,최근들어 좋아하게 됐다
24,13,1283,맛이 깨끗하고 쿨러링이 있어서
24,14,1329,대중적이고 아무래도 가게마다 있으니깐 자주 접하게 되어서
24,15,3994,지인의 소개로 접하게 되었는데 생각보다 맛이 좋았습니다
24,16,4205,청량감을 느낄 수 있다
24,17,1475,거품이 별로 없어서
24,18,4269,칼로리 다운  
24,19,1614,단순하면서도 친숙한 이미지 때문
24,20,447,깨끗하고 청량한 맛이 좋아서
24,21,470,거품과 병 디자인
24,22,4720,해변을 배경으로 했던 광고 이미지가 기억에 남음
24,23,2511,효소가 발효된 듯한 특유의 맛 때문에
24,24,9051,개인적으로 좋아하는 맛이라서
24,25,997,병맥주로 접하기 쉽고 맛도 괜찮고 친근하다
24,26,8938,대중들이 제일 즐겨찾는 맥주라서
24,27,1002,칼로리가 3분의 1로 줄었기 때문에
24,28,9467,맛있다. 원래 레몬을 좋아하는데 레몬을 넣어서 먹으면 상큼하고 시원한 맛이 나고 어떤 음식이랑도 잘 어울린다.
24,29,6463,거품이 부드러음
24,30,4598,젊고 활기차 보여서 좋아합니다
24,31,9323,상표를 보기만해도 마쉬고 싶은 충동이 들었기 때문에
24,32,10223,내가 좋아하는 파란색이라서
24,33,4859,먹넘김이 좋고 쓰지 않아 좋아합니다
24,34,2450,맥주 맛이 좋아서  병이 이뻐서
24,35,6595,그냥 내 입맛에 제일 잘 맞아서
24,36,257,레몬맛을 좋아하는데 음료수같기도 하고 목넘김이 좋아서
24,37,6660,"좋아하는 맛이어서, 시원하고"
24,38,3731,레몬과 함께 먹는맛이 좋고 향도 좋아서 코로나를 좋아한다.
24,39,1294,많이 톡쏘지도 않고 적당한 거품.
24,40,3790,맛ㅇ있다  국산중에서 제일
24,41,330,보드카와 레몬으로 상큼하고 깔끔한 맛에 많이 찾는다!
24,42,8745,소맥을 좋아하다보니 도수가 높아서 좋아합니다
24,43,1482,상쾌한 향과 맛의 차별성
24,44,1814,특유한 맛과 거품
24,45,11,"브랜드 이미지, 즉 젊은 남자의 이미지를 가졌으며 맛또한 뛰어나다 특히 깔끔한 뒷맛이 좋다"
24,46,7085,부담 없이 마시게 만드는~~
24,47,4782,맥주하면카스 카스하면맥주
24,48,5154,맛이 깊고 풍부하고 뒤가 깔끔하다
24,49,8899,라이트니까 왠지 살이 더 찔것같아서요ㅠ
24,50,58,대중적이면서 심플하다
24,51,8904,광고를 자주봤고 맥주코너에 가도 카스가 제일 큰 문구로 표착되어있어서 찾기 쉽고 맛있습니다.
24,52,9166,오래동안 좋아했음요
24,53,5028,거품이 많이 없고 살이 덜찔것 같고 너무 목이 안따끔거려서 좋아요
24,54,3270,맛이 깔끔해서. 맥주 특유의 오징어같은 맛이 덜해서
24,55,8196,신랑이 좋아해서
24,56,8029,칼로리가 적게 나가서
24,57,3814,그냥 친근해서
24,58,1279,선명하면서 깨끗한 이미지의 별이 시원함과 어울린다고 생각
24,59,9720,자주 마시는 맥주라 친근함이
24,60,6142,카스 레몬은 그냥 먹으면 그냥 그런데   소주와 타서 소맥해서 먹을 때 맛있다.
24,61,7215,특유의 풍만함(?)
24,62,2380,레몬맛이 맛있게 느껴지는 고품격 센스있는 맥주.
24,63,2880,깨끗한 뒷맛이 가장 좋다.
24,64,1101,맛있다.. 가장 흔히 접할수 잇어서
24,65,2332,맥주순수령에 잘 부합하는 맥주이고 첨가물이 적어서 좋다.  또한 맥주의 이미지가 깨끗하고 부드러우면서도 결코 싸보이지 않는 것에서 호감이 간다
24,66,10314,대중적인 브랜드
24,67,490,톡톡쏘는 맛이 좋으니 당연 카스만 찾을 수 밖에..
24,68,2515,광고가 친근하고 맛이 좋아서 엣날에 박중훈도 좋아해서 아주좋아합니다 랄랄랄 ^^
24,69,2746,맛이있기때문입니다. 음료수같음.
24,70,7240,"남자맥주, 그리고 항상 카스를 마셔왔다"
24,71,5241,톡쏘는 시원한 맛 때문에   대중적이고 젊은 이미지가 좋아서
24,72,9221,대중적이고 진한 맛이 좋아서
24,73,9010,아무래도 칼로리가 좀 부담스러워서 라이트면서 맛도 괜찮아서
24,74,5087,향이 좋아서  효소가 있다는 말때문에
24,75,379,청량감이 일품임
24,76,3986,카스 술을 좋아하기 때문에.
24,77,1878,칼로리를낮춤점때문에.
24,78,10376,카스 맛 그대로인데 칼로리가 적어서
24,79,5206,맥주가 살아있는느낌  풍부하다고 해야하나
24,80,3075,"깔끔한 맛이 좋아서, 흑맥을 좋아하는 편입니다."
24,81,3756,거품이 많이 없고 톡쏘는 맛이 좋아서
24,82,2883,카스 브랜드를 조아하기 보다는 카스 맥주 맛을 조아함
24,83,9888,특유의 씁쓸한 맛과 깔끔한 맛
24,84,4911,원래 술을 잘마시는 타입이 아니라서 달달한 맛을 좋아함
24,85,9347,오랫동안 보았던 대중성
24,86,9742,대중적인 맛과 인지도 때문에
24,87,9520,마시면 그냥 뭔가 청량감이 좋고 톡쏘는 것때문에 더 시원하게 느껴진다.
24,88,7401,이미지랑 잘 어울린다
24,89,9791,밀러를 좋아해서
24,90,899,"맛이 깔끔하고, 광고의 효과가 큰것 같다. 맥주하면 그냥..카스를 먹어야 될거 같은...;;"
24,91,1213,"카스 맥주를 오랫동안 먹어왔으며, 제일 깔끔함"
24,92,3907,맥주맛이 끝내줍니다.
24,93,7145,보리맛이 강하지 않고 마시기가 거북하지 않아서 좋아합니다.
24,94,8641,제 입맛에 잘 맏는것 같습니다. 깨끗 한맛 입니다.
24,95,10147,카스의 특유의 깔끔한맛과 톡쏘는맛이 일품이어서
24,96,143,깔끔한 맛과 고급스런 이미지때문에 하이네켄에 자주 손이 간다.
24,97,5137,처음보자마자 눈에 띄었기 때문에 좋아하게 되었습니다.
24,98,6109,적당한 쓰기와 거품
24,99,4248,일단 칼로리가 다른 술에 비해 적다
24,100,8831,카스의 맛과 가격
24,101,768,다른 맥주보다 더 깊은 구수하고 깊은 맛이 나는 것 같아서
24,102,6247,상표말고 맛이 좋아서  좋아하는데요 ㅎㅎ
24,103,7995,칼로리가 적다는 것을 메인으로 광고를 해서 맛은 별로 없을 줄 알았는데 칼로리도 낮고 맛도 있기때문
24,104,1163,"생맥주같은 깔끔한 맛, 오랫동안 먹어온 익숙함 등"
24,105,7673,그냥 청량감 있는 듯한 가볍게 마실수 있는 맥주라서
24,106,9544,다른 맥주보다 달아서 좋다.
24,107,369,맛이 부드럽고 라이트 라는 단어가 칼로리가 적을것 같아 부담이 덜된다
24,108,4299,싸고 맛이 풍부해서 쓰지않다
24,109,3068,맥주가 맛나다....
24,110,8078,드라이한 맛을 좋아한다
24,111,4219,개인적으로 별 문양을 좋아기때문에
24,112,3399,칼로리 등 부담이 덜해서
24,113,4636,눈에 확띠고 광고도 와닿고 좋다
24,114,213,레몬과 함께 상큼하게 마실 수 있음
24,115,7746,가장 대중적이고 접하기 쉽고     맛&#65533; 익숙하고 다른사람들과 같이 먹기 좋다
24,116,8084,싸기도 하지만 싸다는 이미지에 비해서 맛이 좋다.
24,117,2069,맛이 제일 조다
24,118,5579,톡 쏘는 듯한 시원한 목넘김이 좋아서 카스를 다른 맥주보다 선호한다.
24,119,2825,다른맥주들보다 상큼한맛이 있는것같습니다. 귤껍질이들어있다고알고있습니다
24,120,7379,흑맥주인데 쓴 맛이 크게 안나고 값이 쌈
24,121,7787,제일 자주 마신다
24,122,4644,거품이 너무 많이 나지않고  톡톡쏨
24,123,2927,"맛이 깊고, 풍부하게 느껴져서"
24,124,1813,"가볍게 먹기좋다, 뒤끝없이"
24,125,1140,예전부터 제 주변에 파는 맥주는 카스 아니면 하이트 두 종류가 많았고 두 개의 맥주를 모두 마셔보니 카스가 더 맛있는것 같아서 쭉 이용하게 되었습니다. 그리고 음식점을 가도 두 종류의 맥주만 파는 곳이 많아서 자연스럽게 카스 맥주를 이용하게 되었습니다 개인적으로 카스 캔맥주가 더 맛있어서 카스만 마십니다.
24,126,6397,익숙하고  바로 한눈에 들어온다
24,127,5373,맛이 풍부하다. 대형마트에서 쉽게 살 수 있다.
24,128,7884,흔하고 대중적이다.
24,129,7067,라이트해서
24,130,3710,접하기 용이하다
24,131,5508,가장 대중적 보편적으로 먹기 때문에
24,132,3147,딱히 좋은건 아니지만 기억 하기 쉬워서
24,133,4138,청량감이 있고 뒷맛이 깔끔
24,134,4558,리버풀을좋아한다
24,135,3437,레몬을 첨가해서 먹을때 좋다
24,136,10231,소맥맛이 나기때문에
24,137,3318,대중적인 이미지가 박혀 있고 맛이 다른 맥주보다 깔끔하고 맥주 맛이 제대로 살아 있는거 같음
24,138,3005,레몬맛이 맛있고 그다지 쓰지않으며 가볍게 마시기 좋아서
24,139,2614,깔끔한맛과 청량감 젊은 이미지
24,140,2303,제일 많이 봄
24,141,8978,가장 거품이 풍부한듯
24,142,281,자주 마시던 맥주이므로.. 가장 친숙하고 익숙하다
24,143,2182,너무 고급스럽지도 너무 가볍지도 않고 대중적임.
24,144,8187,광고를 보니 너무 맛있어 보여서
24,145,8569,그냥 맥주하면 카스라는 브랜드가 가장 눈에띔
24,146,788,우선 맛부터 좋으니 상표 또한 좋아함
24,147,6722,영국에서 먹어봤는데 너무 맛있었던 기억이 있어서
24,148,1779,기존부터 좋아했음
24,149,9951,레몬과 함께 먹으면 상큼합니다^^
24,150,2191,김수현의 광고보고
24,151,3347,연아가 광고해서요
24,152,2234,거품이많고 맛이좋다
24,153,3528,가장 친숙하고 편한 이미지때문
24,154,1733,무난하고 순해서
24,155,227,약간 순한면서 청량감이 있음
24,156,5795,주변에서 찾기쉽기때문에
24,157,692,부모님이좋아하셔서
24,158,1509,대중적이고 입맛에 맞는것 같다.
24,159,10268,자주 가는 생맥주집이 카스 생맥주를 팔아서
24,160,191,특별히 맛때문에 좋아하는것이 아니라 친숙해서 마시는 편이다.
24,161,4401,일반적이다  카스처럼 톡쏘지않아서 좋다
24,162,3688,"깨끗한 브랜드 이미지, 부드러운 맛,"
24,163,8557,너무 많이 보는 상표이기 때문
24,164,3969,거품이 부드렵고 전용잔에 먹는게 좋다
24,165,5219,레몬이란 글자때문에 먹으면 상큼할것같아서 좋아한다
24,166,7939,맛이 있어서 좋아함
24,167,3484,"젊은감각의 CF,가벼운맛"
24,168,3294,"톡 쏘는 맛도 좋아하고, 브랜드 이름이 좋아하는 가수와 동일함."
24,169,5638,상쾌헤서
24,170,1832,제일 대중화 되어있어서
24,171,5468,남편이 그맥주를 좋아해서 나도 좋아하게됨
24,172,6083,아빠가 항상 드셔셔 익숙함
24,173,7495,대중적이고 오래전부터 있었던것으로 알고있다.
24,174,8321,맥주를 좋아해서 자주 마시다보니 눈에 익어서 그런듯...  딱히 디자인을 좋아하는것은 아닌듯 합니다.
24,175,9945,대중적이고 흔하고 많이 접하다 보니 익숙해서
24,176,3782,멕시코 맥주의 특유의 깔끔함이 있다.
24,177,8628,라임이랑 먹는 맛이 상큼하고 좋다
24,178,5735,집에서 자주 마시기때문에  가족들이 좋아함
24,179,4197,광고내용과 실제 맛이 마음에 들어서
24,180,8789,늘 먹어와서 익숙함
24,181,5369,색감이 이쁘다
24,182,5466,맛이 너무 좋다.  챔피언스 리그 스폰서로 이미지가 좋다.
