ClusterNo,rawdoc
32,독특한 맛과 향.
32,독특한 맛 부드러움.
32,맛이 독특해서.
32,독특한 레몬향.
32,맛이 독특하고 맛있다.
32,맥주의 독특한 맛.
32,맛이 독특해서.
32,독특한 맛.
32,독특한 맛 때문에.
32,맛이 부드러워서 향이 독특해서.
32,맛과 향이 독특하며 목넘김이 부드러운 고급스러움이 좋습니다.
32,맛이 부드럽고 다른 맥주와 달리 독특한 향과 맛이 있어서.
32,향이 독특해서 좋다.
32,독특한 향과 맛이 좋아서.
32,맛이 독특해서.
32,호가든 특유의 독특한 향이 좋고 목넘김도 부드럽다.
32,다른 맥주와 다른 독특한 맛이 있다.
32,독특한 향이 좋고 맛이 부드러워 목넘김이 좋다.
32,흑맥주 맛이 독특해서.
32,향이 너무 독특하지도 않고 적당한 탄산으로 맛이 좋다.
32,향이 독특해서.
32,맛이 독특해서.
32,향이 아주 독특하며 부드럽게 넘어감.
32,맛이 독특하고 맛있다.
32,독특한 향이 좋아서.
32,맛이 풍부 독특한 향이 있음.
32,맥주의 맛이나 향이 독특함.
32,맥주에 독특한 맛이 남.
32,맛이 독특하다.
32,향이 독특하고 맛이 깔끔하다.
32,맛이 독특하고 부담스럽지 않다.
32,향이 깊고 진한 맛이 나고 끝 맛이 독특함.
32,호가든 만의 독특한 맛과 향이 좋다.
32,그냥 뭔가 독특하다.
32,맛이 독특한데 약간 새콤하면서 시원함이 좋다.
32,과일향 나는 독특하고 부드러운 맛.
32,독특한 오렌지향 부드러움.
32,맛이 독특하다.
32,다른 맥주와 다르게 과일향이 나는 독특한 맛이 있어서.
32,맥주 맛이 독특하다.
32,독특한 맛과 고소한 향 때문에.
32,향과 맛이 독특하고 부드러워서 타 맥주와 차별화된 느낌이 있습니다.
32,맛이 독특하다.
32,독특한 맛이 좋음.
32,맛이 좋아서 다른 맥주와 다른 독특한 맛 때문.
32,맛이 독특해서.
32,호가든 만의 독특한 맛이 있어 좋다.
32,호가든은 맥주의 부드러움과 깊은 독특한 향이 좋다.
32,독특한 맛 질리지 않는 맛.
32,맥주 맛이 좋고 독특해서.
32,맥주 맛이 독특하면서도 향이 좋아서.
32,맛이 독특해서.
32,맛이 독특하고 부드러움.
32,독특한 맛.
32,맛이 진하고 독특한 맛이 있다 목넘김이 부드럽다.
32,호가든 만의 독특한 향을 좋아합니다.
32,맛이 독특하고 좋음.
33,고급스러운 이미지.
33,고급스러운 이미지.
33,맛이 부드럽고 고급스러움.
33,맛이 괜찮고 고급스러운 느낌이다.
33,가격대에 비해 고급스럽다.
33,고급스럽다.
33,고급스러움 맛의 질.
33,고급스러움.
33,맛있다 고급스럽다.
33,부드럽고 고급스러운 이미지.
33,고급스러워 보임.
33,맛있고 고급스러움.
33,고급스러움.
33,너무 고급스럽다.
33,맛이 풍부하고 고급스러운 느낌이어서.
33,고급 맥주의 기분.
33,고급스럽고 맛이 있다.
33,고급스럽고 목 넘김이 좋다.
33,고급.
33,고급스럽고 신선하다.
33,맛이 좋고 고급스러운 이미지.
33,고급스러움.
33,왠지 고급스러움.
33,고급스럽다.
33,맛이 부드럽고 고급스러움.
33,고급스러운 이미지.
33,고급스럽다.
33,맛도 좋고 고급스러워서.
33,진하고 고급 맥주 느낌.
33,고급스러움.
33,고급스러워서.
33,맛이 좋고 고급스러워서.
33,부드럽고 고급스러운 느낌.
33,상표 자체가 고급적으로 보인다 그래서 술맛도 고급스러울 것 같다.
33,가장 맛있고 고급스러우니까.
33,고급스러워 보인다.
33,고급스러워 보여서.
33,이쁘다 고급스럽다.
33,무언가 고급스러운 느낌이 들어서.
33,블랙 라벨로 고급스러우며 맛 또한 고급스럽다.
33,맛이 깔끔하다 고급스럽다.
33,마실 때 부드럽고 고급스럽다.
33,고급스러워 보여서.
33,고급스러움.
33,고급스러워 보인다.
33,고급스럽다.
33,고급스러워 보임.
33,고급스러워 보입니다.
33,고급적으로 느껴져서.
33,고급스럽고 깔끔한 디자인.
33,고급스러움 부드러움.
33,고급스러움.
33,고급스러움.
33,고급스러운 느낌이라서.
33,목넘김이 부드럽고 고급스러움.
34,맛과 저렴한 가격과 고급스러운 디자인.
34,맛이 깔끔하고 시원함 유명하고 외국 맥주보다 가격이 저렴하다.
34,맛이 좋고 저렴.
34,맛있고 저렴해서.
34,가격이 저렴하고 맛이 깔끔.
34,맛이 깔끔하다 내 입맛에 맞다 가격 저렴하다.
34,저렴하면서 맛이 깔끔하다.
34,국산 맥주 중에 맛이 가장 좋은 거 같다 저렴한 가격에 맛도 좋다.
34,맛이 좋고 가격도 저렴하다.
34,맛있고 가격이 저렴하다.
34,가격이 저렴하고 맛이 좋아서.
34,국산 맥주라서 가격도 저렴하고 맛도 괜찮아서.
34,깔끔한 맛 저렴한 가격.
34,저렴하고 가격 대비 맛이 좋음.
34,저렴한 가격에다 맛이 좋다.
34,저렴하고 거품이 맛이 좋다.
34,맛이 좋고 부드럽다 대중적이다 가격도 저렴하다.
34,맛이 좋으면서 가격이 저렴하다.
34,깔끔한 뒷맛 저렴한 가격.
34,가격도 저렴하고 맛이 좋다.
34,저렴해서.
34,가격이 저렴하고 구입하기 쉬워서.
34,깔끔하고 저렴해서.
34,부드러운 맛과 향 저렴한 가격.
34,가격이 저렴해서.
34,하이트보다 끝 맛이 좋고 가격이 저렴하다.
34,저렴한 가격 접하기 쉽고 맥주 맛도 깔끔하다.
34,쉽게 접할 수 있고 저렴한 가격.
34,맛 가격.
34,저렴하다.
34,가격도 저렴하고 맛도 나쁘지 않다.
34,가격도 저렴한 편이고 마시고 나서 끝 맛이 깔끔해서.
34,대중적이고 저렴한 가격.
34,저렴한 가격.
34,맛있고 가격이 저렴한 라거라서.
34,저렴하고 맥주 맛이 좋아서.
34,저렴한 가격 대비 맛남.
34,가격도 저렴하고 맛있다.
34,저렴하다 가격 대비 맛이 좋다.
34,저렴하고 시원함.
34,라거맥주를 좋아하고 맛도 좋은 편에 가격도 저렴하다.
34,가격이 저렴하고 목넘김이 부드러워서.
34,부드럽고 가벼운 느낌과 저렴한 가격 익숙함.
34,가격.
34,자주 먹는 거라서 가격도 저렴하고.
34,가격이 저렴하면서도 부드러운 맥주라서 좋아합니다.
34,가격도 저렴하게 즐길 수 있고 맛이 풍부하다.
34,목넘김이 부드럽고 가격이 저렴함.
34,뒷맛이 가장 깔끔한 느낌과 저렴한 가격.
34,가격 대비 저렴하기 때문에.
34,저렴하면서도 맛있다.
34,가격이 저렴하고 쉽게 구할 수 있어서.
34,가격이 저렴하고 가격 대비 최고의 맛이라 생각한다.
34,맛이 가장 무난하고 가격도 저렴한 편이라서요.
34,가격이 저렴하고 어디서나 구매하기 쉽다 깔끔하다.
34,병맥주 가격이 저렴하고 입맛에도 맞아서.
34,부드럽고 저렴하다.
34,가격도 저렴하면서 목넘김부터 시원하고 맛도 많이 쓰지 않고 좋다.
34,가격이 저렴해서.
34,맛이 좋고 가격이 저렴하다.
34,맥주 맛이 깊고 풍부하다 또한 가격도 저렴하다.
34,가격도 저렴하고 입에 맞기 때문에.
34,저렴해서.
34,맛도 좋고 저렴.
34,수입맥주 종류 중에 가장 가격도 저렴하고 저렴한 가격에 비해 맛도 훌륭합니다.
34,저렴한 가격에 비해서 맛이 좋기 때문에.
34,가격 저렴하고 톡 쏘는 맛이 좋음.
34,저렴한 가격에 깊은 맛.
34,가격이 저렴해서.
34,부드럽고 저렴함.
34,깔끔한 맛 저렴한 가격.
35,익숙해서.
35,익숙해서.
35,맛이 깔끔하고 입맛에 잘 맞는다.
35,입에 가장 잘 맞는다.
35,내 입맛에 잘 맞아서.
35,익숙해서.
35,산뜻하고 깔끔 시원해서 입맛에 맞는다.
35,맛이 깔끔하고 좋음 가장 구입하기 쉬움 입맛에 맞음.
35,입맛에 잘 맞아서.
35,맛이 나에게 맞는다.
35,카스가 그냥 내 입맛에 맞아서.
35,입맛에 익숙해져 있음.
35,가장 입맛에 맞다.
35,입맛에 가장 맞음.
35,익숙해서.
35,익숙해서.
35,맛이 좋아요 입맛에 가장 맞고 깔끔합니다.
35,익숙해서.
35,다른 맥주들보다 톡 쏘는 맛이 내 입맛에 맞아서.
35,맛이 깔끔하고 목넘김이 좋아 입맛에 맞고 좋아하는 브랜드입니다.
35,맛이 입맛에 맞고 시원함이 좋다.
35,익숙해서.
35,가장 자주 마셨고 입맛에 맞다.
35,나의 입맛과 가장 잘 맞아서.
35,가장 입맛에 잘 맞다.
35,익숙함.
35,익숙함.
35,제 입맛에 제일 잘 맞습니다.
35,맥주 맛이 입맛에 맞고 목넘김이 부드러움.
35,입맛에 잘 맞아서.
35,가장 입맛에 맞고 가격도 적당.
35,맛이 부드럽고 나의 입맛에 잘 맞다.
35,내 입맛에 가장 맞는 것 같음.
35,다른 맥주보다 입맛에 맞다 고소함.
35,맛이 쌉싸름하고 가볍지 않은 맛이 입맛에 맞아서.
35,깔끔함  입맛에 맞아서.
35,가장 내 입맛에 맞고 목넘김이 좋아서.
35,제일 입맛에 맞아서.
35,내 입맛에 가장 맞는 맥주 청량감이 좋다.
35,입맛에 제일 잘 맞음.
35,입맛에 맞아서 가장 많이 마셔왔던 상표이기 때문이다.
35,맛이 나에게 맞다.
35,내 입맛에 잘 맞음.
35,개인적으로 입맛에 맞다.
35,입맛에 가장 맞음 깔끔.
35,칼로리가 낮고 입맛에 잘 맞는다.
35,익숙한 맛이라서.
35,나에게 맞아서.
35,마셔 봤는데 맛이 입맛에 잘 맞았다.
35,맛있어요 탄산도 적당하고 내 입맛에 맞음.
35,다른 맥주에 비해 입맛에 잘 맞다.
35,입맛에 맞기 때문에.
35,내 입맛에 잘 맞는 것 같다.
35,나에게 잘 맞음 잘 넘어감 목넘김이 좋음.
35,맛이 익숙하다.
35,나에게 입맛이 맞는 거 같다.
35,그냥 내 입맛에 제일 잘 맞아서.
35,입맛에 가장 잘 맞음.
35,맛이 내 입맛에 딱 맞음.
35,호가든 맥주 맛이 내 입맛에 맞아서.
35,익숙해서요.
35,익숙하고 입맛에 맞아서.
35,내 입맛에 가장 맛있었다.
35,맛이 나에게 맞다.
35,맛이 깔끔하고 가장 입맛에 맞음.
35,거품이 부드럽고 맛이 전체적으로 가장 내 입맛에 맞다.
35,내 입맛에 가장 맞음.
35,맛이 가장 나에게 맞아서.
35,익숙하여서.
35,맛이 가장 저에게 잘 맞습니다.
35,맥주 맛이 부드러우면서도 진함 입맛에 맞음.
35,가장 내 입맛에 맞아서.
35,입맛에 가장 잘 맞아서 좋아합니다.
35,익숙해져서.
35,내 입맛에 제일 잘 맞다.
35,익숙하다.
35,익숙해서.
35,입맛이랑 가장 잘 맞아서.
35,입맛에 가장 맞아서.
35,친숙하고 입맛에 맞아서.
35,그냥 입맛에 맞아서.
35,목넘김이 가장 나랑 잘 맞는다.
35,입맛에 잘 맞는 거 같다.
35,입맛에 맞고 친숙하다.
35,익숙해서.
35,내 입맛에 딱 맞게 맛있어서.
35,익숙해서.
35,부드럽고 내 맥주 입맛에 잘 맞다.
35,개인의 입맛 차이인데 내 입맛에 맞아서.
35,제 입맛에 잘 맞는 것 같습니다 깨끗 한 맛입니다.
35,입맛에 맞아서 좋아함.
35,깔끔하고 목넘김이 좋고 입맛에 맞는 거 잘 맞는 거 같다.
35,톡 쏘는 맛이 내 입맛에 맞다.
35,입맛이 나한테 맞음 무난한 맛.
35,대중적이고 입맛에 맞아서.
35,맛이 내 입맛에 잘 맞아서 목넘김이 좋다.
35,다른 맥주보다 쓰지 않고 입맛에 맞다.
35,입맛에 가장 잘 맞습니다.
35,그냥 내 입맛에 맞아서.
35,목넘김이 좋고 입맛에 맞다.
35,맛이 가장 내 입맛에 맞는다.
35,익숙해서.
35,찝찝한 맛이 덜하고 입맛에 맞는다.
35,입맛에 딱 맞는다.
35,내 개인적인 입맛에 KGB가 가장 잘 맞는 거 같다.
35,익숙하고 구하기 쉽고 입맛에 맞음.
35,익숙해짐.
35,쏘는 맛이 강하고 입맛에 맞아서.
35,가장 대중적으로 많이 먹어서 가장 입맛에 맞다.
35,내 입맛에 잘 맞는다.
35,맛이 익숙해서.
35,맛이 깔끔해서 개인적인 입맛에 잘 맞음.
35,여러 종류의 맥주 중에서 내 입맛에 가장 맞습니다 맛있어요.
35,맛있어서 입맛에 맞음.
35,자주 먹어서 익숙하고 입맛에 맞아서.
35,맥주 맛이 부드럽고 입맛에 제일 잘 맞음.
35,익숙함.
35,가장 입맛에 맞아서.
35,입맛에 맞는 거 같아서.
35,마이 내 입맛에 맞고 깔끔하다.
35,익숙해서.
35,카스가 내 입맛에 맞아서.
35,내 입맛에 잘 맞고 맥주 이름이 좋다.
35,가장 입맛에 맞아서.
35,익숙하고 자주 먹어서 입맛에 맞음.
35,익숙함.
35,맛있다 내 입맛에 맞다.
35,맛이 입맛에 가장 맞다 담백한 맛.
36,카스 맥주를 좋아해서.
36,맥주가 맛있으니깐 상표를 좋아해요.
36,맛있어서 좋아한다.
36,내가 제일 좋아하는 맥주라서.
36,쌉쌀하면서 적당한 탄산 맛이 내가 좋아하는 맥주 맛.
36,내가 좋아하는 맥주라서.
36,맛이 내가 좋아하는 맛이다.
36,제일 좋아하는 맥주여서.
36,좋아하고 맛있음.
36,좋아하는 맥주 맛이다.
36,맥주를 좋아함.
36,그 맥주를 좋아해서.
36,상표를 좋아한다기보다는 kgb 맥주를 좋아하기 때문에 상표도 같이 좋아함.
36,KGB 맥주를 좋아해서.
36,맥주를 좋아하다 보니 상표나 호가든의 모든 디자인을 좋아함.
36,맥주 상표보다는 맛이 있어서 좋아함.
36,남편이 그 맥주를 좋아해서 나도 좋아하게 됨.
36,기네스 생맥주를 좋아하는데 기본 흑맥주를 좋아하고 생맥주의 크림과 맥주 맛을 좋아한다.
36,맥주를 좋아하니까.
36,맛이 있어서 좋아한다.
36,진한 맥주 맛을 좋아해서.
36,내가 좋아하는 맥주라서.
36,맥주를 좋아해서.
36,호가든 특유 맛을 좋아해서 좋아함.
36,맛이 부드러워서 좋아한다.
36,맥주 맛이 깔끔해서 좋아한다.
36,가장 맛이 깔끔하고 좋아하는 브랜드라 좋아함.
36,맛있어서 좋아한다.
36,KGB 맥주를 좋아해서.
36,맛있어서 좋아해요.
36,맛있어서 좋아함 KGB 레몬을 좋아합니다.
36,KGB의 레몬맛을 좋아함 맥주의 향을 좋아하지 않음.
36,좋아하는 맛이라서.
36,좋아하는 맥주라서.
36,맛있어서 좋아한다.
36,맛이 있어서 좋아함.
36,맛이 깔끔해서 좋아함.
36,일본 맥주를 좋아하기 때문이기도 하고 아사히 특유의 맥주 맛을 좋아합니다.
36,맛이 부드러워서 좋아함.
36,다른 맥주보다 맛이 좋음 예전 여자친구가 좋아하던 맥주라서 더 좋아합니다.
36,좋아하고 잘 마시는 맥주여서.
36,맛있어서 좋아합니다.
36,카스맥주를 좋아해서.
36,맥주는 좋아하니가.
36,다른 맥주보다 넘김이 부드러워서 좋아합니다.
36,이 맥주를 좋아해서 이 상표도 좋다.
36,맛있어서 좋아한다.
36,맥주 상표를 좋아하는 게 아니고 맥주 맛이 좋다.
36,가장 좋아하는 맥주이기 때문에.
36,생맥주의 부드러움을 좋아합니다.
36,좋아하는 맥주라서 그냥 좋다.
36,맛을 좋아함.
36,기네스 맥주를 좋아함 부드러운 맥주를 좋아해서.
36,맥주를 좋아해서.
36,좋아하는 맛이다.
37,자주 먹어서.
37,그냥 자주 마시게 되어서.
37,자주 마셔서.
37,자주 마심.
37,자주 먹어서.
37,내가 자주 마시는 맥주여서.
37,친근하고 자주 마셔서.
37,자주 마시고 어디에서든 있기 때문에.
37,자주 마시는 제품이라서.
37,자주 먹어서.
37,가장 좋아하고 자주 마시는 맥주.
37,자주 마셔서 그냥 좋다.
37,자주 먹어서.
37,개인적으로 자주 마시기 때문에.
37,그냥 자주 마시는 것이므로.
37,자주 마시니까.
37,자주 마시기 떄문에.
37,가장 자주 마셔서.
37,그냥 자주 보이기도 하고 술집에서 자주 마신다.
37,흔히 마셔서 자주 마심.
37,자주 먹어서.
37,자주 마셔서.
37,자주 마시는 맥주이다.
37,자주 마셔서.
37,자주 마시는 맥주.
37,자주 먹어서.
37,자주 마셔서.
37,자주 마시는 맥주 상표고 눈에 자주 띄어서 익숙하다.
37,자주 마시는 거라서.
37,자주 마시고 맛이 좋다.
37,그냥 맛있어요  가장 자주 마시다 보니.
37,자주 마셔서요.
37,자주 즐겨마셔서.
37,그냥 자주 마셔서 맛있다.
37,맛이 깔끔해서 외국에서 자주 마셨다.
37,자주 마시던 맥주라서.
37,가장 자주 마셔서.
37,자주 마셔서 친숙하다.
37,맛이 부드럽고 목넘김이 좋아서 자주 마셔요.
37,자주 먹으니까.
37,자주 먹는다.
37,자주 마셔서.
37,제일 자주 마신다.
37,자주 마셔서.
37,그냥 자주 마셔서.
37,자주 마시는 제품.
37,자주 마셔서.
37,자주 마시다 보니까.
37,자주 마시는 맥주라 친근함이.
37,자주 마셔서.
38,시원한 느낌.
38,시원한 느낌.
38,부드러운 느낌이다.
38,이걸 마시면 시원한 느낌이 난다.
38,시원한 느낌.
38,시원한 느낌이 들고 보면 마시고 싶다.
38,시원한 느낌이 들고 제가 즐겨 먹는 맥주라서.
38,맛이나 느낌이 시원한 느낌이 난다.
38,부드러운 느낌이라서요.
38,깔끔한 느낌.
38,깔끔한 느낌.
38,하이트 맥주가 제일 시원한 느낌이 들어서.
38,시원한 느낌.
38,시원한 느낌과 마시고 싶은 느낌이 든다.
38,시원한 느낌.
38,시원하다는 느낌이 든다.
38,오랫동안 마셔왔고 제일 시원한 느낌이 든다.
38,시원한 느낌.
38,시원한 느낌.
38,마시는 느낌이 좋다.
38,상표가 느낌 있고 젊은 느낌이 들어서 좋아한다.
38,맛의 느낌이 좋다.
38,시원한 느낌.
38,시원한 느낌.
38,시원한 느낌이어서.
38,느낌이 좋다.
38,가벼운 느낌이 들어 좋다.
38,맛이 깔끔하고 다른 제품보다 시원한 느낌이 든다.
38,시원한 느낌이 든다.
38,느낌이 좋음.
38,시원한 느낌.
38,젊은 느낌이 나고 시원할 것 같은 느낌이 든다.
38,시원한 느낌.
38,시원한 느낌.
38,깔끔한 느낌이 들어서.
38,느낌이 좋음.
38,시원한 느낌.
38,시원한 느낌이 좋아요.
38,시원하고 깔끔한 느낌.
38,시원한 느낌을 주어서.
38,느낌이 좋다.
38,시원한 느낌.
38,시원한 느낌이다.
38,시원한 느낌.
38,시원한 느낌이라 좋아요.
38,시원한 느낌.
38,시원한 느낌.
38,시원하고 깔끔한 느낌이 드는 상표입니다.
39,깔끔한 맛 가벼움.
39,대중적이고 가볍다.
39,가벼운 맛.
39,깔끔하고 가벼운 느낌이 좋다.
39,가벼운 맥주 맛이 좋다.
39,가벼운 느낌.
39,가벼운 맥주 맛이 좋아서.
39,친근함과 가벼움.
39,가볍게 즐길 수 있음.
39,맛이 가볍고 산뜻함.
39,맛이 강하지 않아서 가볍게 마시기에 좋다.
39,가볍고 맛있어서.
39,가벼워서.
39,맛이 깔끔하고 칼로리도 가벼워서 좋다.
39,부드럽고 목넘김이 가벼워 좋다.
39,맛이 좋고 가볍게 즐길 수 있다.
39,가벼워서 좋다.
39,가벼워서.
39,가벼운 맛이 좋다.
39,가벼워서.
39,톡 쏘는 맛 상쾌한 맛 가벼운 맛.
39,부드럽고 가벼운 느낌.
39,깔끔한 맛으로 가볍게 즐기기 좋다.
39,가벼운 느낌이기 때문.
39,다른 맥주보다 맛이 깔끔하고 가벼운 느낌이다.
39,가볍고 깔끔해서.
39,드라이하고 가벼운 맛이 난다.
39,가볍게 먹기 좋아서.
39,시원한 목넘김 가벼움.
39,가볍게 먹을 수 있어서.
39,가벼운 느낌.
39,레몬맛이 가벼워서.
39,맥주 맛이 가볍고 산뜻해서 좋아합니다.
39,부드럽고 가볍게 먹을 수 있어서 좋다.
39,맛있고 가벼워서.
39,가벼워서.
39,가볍지 않은 맛.
39,맛이 가볍고 칼로리가 낮다.
39,시원하고 가벼운 맛.
39,왠지 가벼워지는 느낌.
39,맛이 다른 맥주와 다르게 느껴졌고 가볍다.
39,가볍지 않고 목넘김이 좋으며 맛이 좋음.
39,맛있고 가볍게 먹기 편해서.
39,가볍고 맛있다.
39,맛이 깔끔하고 가볍다.
39,가벼운 맛.
39,부드럽고 가볍게 마시기 좋다.
39,병이 이뻐서 맛이 가볍다.
39,탄산이 많고 가벼워서.
39,쉽고 가볍게 먹기 좋음.
39,가볍고 깔끔해서.
39,가볍게 마실 수 있어서.
39,맛이 가볍다.
39,가볍고 맛이 산뜻하다.
39,가벼운 맛이 좋다.
40,맛이 진하고 목넘김이 좋아요.
40,카스 맥주가 목넘김과 마시기 좋다.
40,진한 맛과 부드럽고 적당한 탄산과 목넘김.
40,맛있기 때문에 목넘김이 좋아서.
40,좋다.
40,제일 맛이 고소하고 깔끔하다.
40,좋다.
40,가장 맛있고 목넘김이 부드러워서.
40,목넘김이 부드럽고 거품이 적음.
40,맥주 넘김이 부드러워서.
40,진하고 부드러운 느낌.
40,고구마 맛 같은 고소한 맛이 좋아서.
40,고소한 맛이 좋다.
40,부드러운 목넘김 때문에.
40,고소하다.
40,상쾌한 느낌을 주고 목넘김이 시원하고 좋아서.
40,부드럽고 뒷맛이 깔끔하고 고소하다.
40,맛이 풍부하고 진해서 좋고 목넘김이 부드러워서 좋다.
40,맥주 맛이 고소하다.
40,맥주 넘김이 좋다.
40,목넘김 향.
40,목넘김이 부드럽고 맛있다.
40,고소한 맛 때문에.
40,맛이 고소하고 진하면서 목넘김떄문에.
40,목넘김 향 맛 다 좋다.
40,향이나 목넘김이 강하지 않아서.
40,맥주 맛 자체가 좋아서 목넘김도 부드럽고.
40,다른 맥주보다 맛있다 목넘김이 좋다.
40,청량감이 좋은 맥주 향이 좋으며 목넘김이 마음에 든다.
40,다른 맥주보다 좀 더 부드러운 느낌으로 목넘김이 좋고 맛있는 거 같아서.
40,다른 맥주에 비해서 목넘김이 좋은 것 같다.
40,부드러운 느낌이 좋습니다.
40,목넘김이나 맛이 가장 맛있음.
40,맛이 강하지 않고 목넘김이 부드럽다.
40,진하고 좋습니다.
40,마실 때 목넘김이 좋다.
40,맛이 부드럽고 목넘김이 좋아서 자주 먹습니다.
40,목넘김이 좋고 젊은 느낌의 맥주 같아서.
40,맛이 고소하고 시원하다.
40,고소한 풍미.
40,고소하고 저렴함.
40,목넘김이 부드럽다고 생각했다.
40,목넘김이 부드럽고 진하며 탄산이 적다.
40,맥주 맛과 목넘김이 가장 좋은 것 같다.
40,고소한 맛.
40,고소하고 맛있다.
40,부드러운 목넘김이 너무 좋아서.
40,맛이 좋기 때문 목넘김이 좋고 진하며 후르츠 향음 좋아한다.
40,마실 때 부드럽고 목넘김이 좋으며 뒤끝이 없고 깔끔하고 좋은 거 같다.
40,맛이 고소하다.
40,목넘김이 다른 맥주에 비해 부드러움.
40,마셨을 때 맛이 부드러워서.
40,부드러운 거품의 느낌이 좋고 목넘김이 좋은 맥주라서.
40,맥아의 맛이 진하고 목넘김이 깔끔하고 부드럽다.
40,목넘김이 부드러우며 맛이 다른 맥주와 달리 부드럽고 좋다.
40,일본에 갔을 때 먹었는데 맛이 괜찮았다 목넘김이 부드럽고 좋다.
40,맛이 진하고 넘김이 부드럽다.
40,뒷맛이 쓰지 않고 고소함.
40,먹을 때 부드럽고 목넘김이 깔끔해서.
40,고소해서.
40,맥주 맛이 고소한 느낌도 들고 목 넘기지 아주 부드러워서 좋음.
40,마셨을 때 맛이 깔끔합니다 목넘김이 부드럽습니다.
40,좋아요.
40,마셨을 때 목넘김이 제일 좋은 맥주.
40,목넘김이 아주 부드러움.
40,거품의 고소함이 좋다.
40,목넘김이 너무 좋고 맛도 좋다.
40,청량감이 좋고 목넘김이 부드럽다.
40,맥주 맛이 고소하고 풍미가 깊고 거품의 부드러움 때문에 좋아합니다 목넘김이 좋아서.
40,넘김이 부드럽다.
40,목 넘김이 부드럽고 순해서 좋다.
40,맛이 있다 목넘김이 좋다 상표 이미지가 좋다.
40,상표를 좋아하는 것보다 맛도 좋고 목넘김이  input typehidden name.
40,맛이 진하고 고소하기 때문에.
40,다른 맥주보다 넘김이 좋다.
40,맛있고 탄산도 적당하고 목 넘기는 느낌도 좋다.
40,맥주 맛이 진하고 부드러움.
40,상표보다는 먹었을 때 맛이 고소해요.
40,먹었을 때 목넘김이 제일 좋았던 맥주.
40,고소한 풍미.
40,마셨을 때 목넘김이 부드럽고 깔끔한 느낌이 좋다.
40,부드러운 이미지와 맞게 맥주 또한 목넘김이 부드러워서입니다.
40,부드럽고 목 넘김이 아주 깨끗해서 좋아합니다.
40,다른 맥주보다 고소함.
40,먹었을 때 톡 쏘는 그 맛이 좋다 그리고 목 넘김이 왠지 부드러운 것 같다.
40,가장 목넘김이 부드럽고 맛있다.
40,맥주가 부드럽고 목에서 넘어갈 때 느낌이 좋음.
40,맛이 진하고 부드러워 목넘김이 좋음.
40,맛이 풍부하고 목넘김이 좋다.
40,고소한 옥수수 맛 목넘김.
40,부드럽고 목넘김이 좋다 부담스럽지 않다.
40,맛이 좋고 넘김이 좋다.
40,목넘김이나 맛이 좋기 때문에.
40,맥주의 맛이 다른 맥주에 비해 부드럽고 목넘김이 좋아서.
40,하이네켄의 향이 좋으며 목넘김이 좋음.
40,좋아서.
40,목넘김이 좋고 더 맛있게 느껴진다.
40,시원한 이미지와 마실 때 목넘김이 좋아서.
40,맥주 맛이 부드럽고 목넘김이 편하다.
40,다른 맥주들에 비해 목넘김이 부드럽습니다.
40,거품 맛이 좋으며 목넘김이 좋고 탄산이 강해 좋다.
40,술의 목넘김이 좋다.
40,고소하고 알코올 맛이 덜함.
40,넘기는 맛이 좋아서.
40,마셨을 때 목넘김이 좋아요.
40,고소하다.
40,목넘김이 부드럽고 맛이 좀 진하다.
40,맛이 풍부하고 목넘김도 좋다.
40,맛이 고소해요.
40,맥주의 진한 맛이 좋아서.
40,상표보단 목넘김이 좋다.
40,고소한 하고 맛이 순하고 깔끔해요.
40,고소한 맛이 좋아서.
40,부드러움 넘김.
40,맛이 좋다 고소함.
40,보리맥주이며 목넘김이 부드럽다.
40,맛이 굉장히 부드러우면서도 고소합니다.
40,부드러움 진하지 않고 목넘김이 좋음.
40,카스는 다른 것에 비해 맛이 고소하고 목넘김이 좋다.
40,맛있다 기존 맥주와 다른 맛이 난다 목넘김도 부드럽고 좋다.
40,다른 맥주에 비해서 목넘김이 부드러워서 좋아합니다.
40,맛이 부드럽고 고소하다 마실 때 부담이 없다.
40,고소함.
40,거품이 부드러워 목넘길 때 기분이 좋다.
40,목넘김이 부드럽고 향이 진하지가 않아 마시는데 부담스럽지 않다.
40,부드러운 거 같아서 목넘김이 좋다.
40,목넘김이 부드럽고 보러 향이 진해서 좋아합니다.
40,마셨을 때 시원하고 목넘김이 부드러움.
40,향이 좋고 목넘김이 좋다.
40,목넘김이 부드럽고 맛있다.
40,먹을 때 다른 맥주보다 목넘김이 부드럽다.
40,맛이 진하고 넘김이 깔끔.
40,맛이 부드럽고 고소해서.
40,매우 고소함.
40,맛있고 넘김이 좋다.
40,고소한 맛과 향.
40,목넘김이 부드럽고 뒷맛도 깔끔함.
40,목넘김이 부드럽고 고소한 맛이 일품.
40,고소하고 부드러운 맛이 좋다.
40,내가 좋아하는 맛이다 부드럽고 목넘김이 좋다.
40,목넘김이 너무 좋고 거품이 부드럽다.
40,맛이 부드럽고 고소한듯한 맛.
40,목 넘길 때 부드러운 맛이 좋다.
40,고소하다 맛있다.
40,시트러스 한 향이 좋고 목넘김이 좋습니다.
40,다른 맥주와 다르게 목넘김이 좋다.
40,맛이 진하고 목 넘김이 좋다.
40,거품이 부드럽고 고소하다.
40,진하고 부드럽다.
40,다른 맥주보다 목넘김이 좋고 맛이 고소하다.
