clusterno,,docNo,raw_doc
7,333,4646_0,깔끔하고
7,334,194_0,깔끔하고
7,335,8430_1,깔끔해서
7,336,5560_0,깔끔하고
7,337,8587_2,깔끔했음
7,338,8989_0,깔끔하고
7,339,5733,깔끔하다
7,340,3927_1,깔끔하다
7,341,7480,깔끔함
7,342,560_0,깔끔하고
7,343,9335_0,깔끔하고
7,344,763_0,깔끔하고
7,345,7715_1,깔끔
7,346,10347_0,전체적으로 깔끔하고
7,347,5740_0,깔끔하고
7,348,7096_1,깔끔하다
7,349,7365_2,깔끔해서
7,350,3951,깔끔함
7,351,9273_0,깔끔하고
8,0,9713_0,맛이 좋고
8,1,8838,맛이 좋아서
8,2,1342_1,맛도 좋아요
8,3,1405,맛이 좋아서
8,4,3386_0,맛이 좋고
8,5,517_1,맛이좋다
8,6,1464,맛이 좋다
8,7,4709_1,맛도 좋다
8,8,9137_0,맛이 좋고
8,9,1387_1,깊은맛
8,10,6193_1,맛잇어서
8,11,7988,맛이 좋음
8,12,552_2,톡 쏘는 맛이 좋음
8,13,10391_0,맛이 좋다
8,14,8951,맛이 좋아서
8,15,3189,맛이 톡톡 튄다
8,16,187,톡 쏘는 맛이 있다
8,17,5231_1,맛이 좋다
8,18,3863,맛이 좋아서
8,19,258,맛
8,20,5218_3,맛이 없다
8,21,5123,맛이 좋아서
8,22,1352_1,맛이 좋아요
8,23,1841_0,맛이 좋고
8,24,7061,맛이 좋아서
8,25,9488,맛이좋다
8,26,25_1,맛이 덜씀
8,27,6385,맛이좋음
8,28,5655,맛
8,29,4823,맛이 너무 좋다
8,30,9810,맛이 좋아서
8,31,10327,맛이 톡쏘는 맛이 있어서
8,32,5296,톡쏘는 맛이 좋아서
8,33,8434_1,맛이 좋다
8,34,6576,맛잇어서
8,35,3687_0,맛도 좋고
8,36,153_0,맛이 급격히 좋아졌다
8,37,1962,맛
8,38,5901,맛이 좋다
8,39,7555,맛이 좋아서
8,40,4703_3,쓴 맛이 적다
8,41,1228,맛
8,42,8784_0,맛이좋고
8,43,3664,맛이 좋아서
8,44,6168_1,깊은 맛
8,45,2311,맛이 좋아서
8,46,1121,맛이 있어서
8,47,9146_1,맛이 있다
8,48,8168_2,맛도 좋음
8,49,2327_0,맛이 좋다
8,50,9320,맛이 좋아서
8,51,2472,맛이 있다
8,52,8933,이국적인 맛이 좋습니다
8,53,1536,맛이 좋다
8,54,1838,맛이있다
8,55,5970,맛
8,56,1918,맛이 좋으니까
8,57,2518_0,맛이 좋다
8,58,4986,맛이 가장 좋음
8,59,8834_0,맛이 좋고
8,60,852,깊은 맛
8,61,10063,맛이 좋아서
8,62,5303_1,맛이 좋다
8,63,9373,맛
8,64,2882,달달한 맛
8,65,7966_0,맛이 좋고
8,66,7975,좀더 깊은 맛이 난다
8,67,7709,맛이 좋음
8,68,5958,톡쏘는 맛이 좋아요
8,69,4850,맛
8,70,7136,맛좋다
8,71,4226,맛이 좋아서
8,72,2473_1,맛이좋아서
8,73,6942,맛이 좋다
8,74,5728_1,맛잇음
8,75,6855,톡쏘는맛
8,76,9597,첫모금의 톡쏘는 맛
8,77,3393,맛이좋다
8,78,8371_0,맛이 좋고
8,79,10104_0,맛도 좋고
8,80,4784_1,캐쥬얼한 맛
8,81,3849_0,맛이 좋다
8,82,3567_1,맛이 좋다
8,83,6727,맛이 좋아서
8,84,6266,맛
8,85,8254_0,맛이 깊고
8,86,645,쏴한맛
8,87,7535_0,톡쏘는 맛이좋고
8,88,411,맛이 좋다
8,89,6080,맛잇어서
8,90,9415_1,맛이 깊다
8,91,8861,톡쏘는 맛이 좋다
8,92,7703,맛이좋음
8,93,5093,맛
8,94,5531_0,맛이좋고
8,95,7471_1,일단 맛은 좋다
8,96,2271,맛이좋다
8,97,2681_0,맛도 좋고
8,98,5014_0,맛이좋고
8,99,5025_1,톡쏘는 맛이 좋다
8,100,5979,맛이좋다
8,101,5640,맛이 좋다
8,102,7704_0,맛이 가장좋고
8,103,226,맛좋음
8,104,8175,맛이 좋아서
8,105,9363,맛이 좋아서
8,106,4931_0,맛이 좋고
8,107,3802,맛잇어서
8,108,8617,농후한 맛이 있다
8,109,5654_1,맛이 좋다
8,110,5647,맛
8,111,4846_2,톡 쏘는 맛이 좋다
8,112,6476,맛이 좋음
8,113,968_1,맛이 좋다
8,114,4624_0,맛이 세지않고
8,115,9004,맛이 좋다
8,116,7392,톡 쏘는 맛이 좋아서
8,117,5772_1,맛이좋다
8,118,2576,맛이 좋다
8,119,8735_1,맛이 찐하다
8,120,7198,맛이 좋음
8,121,3332,맛이 좋음
8,122,2662,싸한 맛이 좋다
8,123,3337,남다른 맛이좋아서
8,124,2877_0,맛이 좋고
8,125,8775,맛이좋아서 첫맛이 좋아서
8,126,2109_1,비린 맛이 없다
8,127,5766,맛 인지도
8,128,3471_1,맛이 더 좋고
8,129,9758,맛있따
8,130,4655,맛잇음
8,131,2319,맛이 좋아서
8,132,2831_1,맛이 좋음
8,133,9625,맛이좋다
8,134,8324,맛잇어서요
8,135,2492_2,맛잇다
8,136,1212,맛이 좋아서
8,137,3851,맛이 좋다
8,138,7921,톡쏘는맛이좋아서
8,139,6271_3,첫맛이 좋음
8,140,8186_1,맛이 좋다
8,141,4909,맛
8,142,2536,맛
8,143,9783,맛이좋음
8,144,844,맛이 좋아서
8,145,6289,맛이 좋아서
8,146,7849_0,맛이 너무너무 청럄감있고
8,147,10060_1,맛이 있다
8,148,9036,맛이좋음
8,149,4842,맛이좋아서
8,150,4513_1,맛이 좋다
8,151,6242,맛이 좋아서
8,152,6269_0,톡쏘는맛이 좋고
8,153,1625_0,맛이 좋고
8,154,1792,맛이 좋다
8,155,7629_1,톡 쏘는맛
8,156,6681_0,깊은 맛이 나고
8,157,8290,맛이있다
8,158,8800_1,톡쏘는 맛이 있고
8,159,1072_0,맛도 톡 쏘고
8,160,4408,맛잇음
8,161,5993,맛이 좋다
8,162,9376,맛이 좋아서
8,163,8540,맛이 좋아서
8,164,1249,맛이 아주 좋다
8,165,6536_1,맛도 좋구요
8,166,4083_1,쌉싸름한 맛이 좋다
8,167,2533,맛이 좋아서
8,168,2137,맛이 좋아서
8,169,7287_0,맛이 좋고
8,170,4956,맛이 좋다
8,171,1852_1,맛으로 주위 평판이 가장 좋음
8,172,9261_0,맛이 좋고
8,173,6204,맛이다
8,174,5726_0,맛이 좋다
8,175,10246_0,맛이 좋고
8,176,6169_1,연한 맛이어서 좋다
8,177,1965_1,깊다맛이있다
8,178,7146_0,맛도 좋고
8,179,7128_1,맛이 좋아서
8,180,5413,톡쏘는 맛
8,181,8204,맛이 좋아서
8,182,261_0,맛 보다
8,183,8431,맛이 좋다
8,184,2055,맛
8,185,7367,맛이좋다
8,186,7753,맛
8,187,9756,맛이 좋음
8,188,7923,톡쏘는맛이 좋다
8,189,7412_1,깊은 맛
8,190,6529,맛이좋음
8,191,9044,깊은 맛이 좋아서
8,192,3384,맛이 좋아서
8,193,3050,맛이 좋아서
8,194,4315_1,깊은 맛이 난다
8,195,4792_0,맛이 있다
8,196,10291_0,맛이 좋다
8,197,8437_1,맛도 있고
8,198,7023_0,맛이 좋고
8,199,192_1,맛있따
8,200,9799_1,맛이좋음
8,201,2708,맛이 좋다
8,202,2000_1,맛도 좋아서
8,203,3523_0,톡쏘는 맛이 좋고
9,0,7086_0,거품이 매우 부드럽고
9,1,2574_0,부드러운거품이 최고
9,2,26_0,거품이 부드럽고
9,3,9572_1,거품이 부드럽다
9,4,6845_0,거품이 부드럽고
9,5,2470_0,거품이 부드럽고
9,6,2310_0,거품이 부드럽고
9,7,2958_1,부드러운 거품도 좋고요
9,8,10382_0,거품이부드럽고
9,9,4376,거품이 부드러움
9,10,2340_0,거품이 부드럽고
9,11,5502_0,거품이 부드럽고
9,12,5988_0,거품이 많아서 부드럽고
9,13,4227_0,쌉싸름하면서도 부드러운 거품이 좋고
9,14,6543_0,거품이 부드럽고
9,15,5266_0,거품이 부드럽고
9,16,10102_1,거품또한 부드럽고
9,17,8125,부드러운거품
9,18,5648_1,거품이 부드럽다
9,19,8067,부드러운 거품
9,20,8466_0,거품이 부드럽고
9,21,8873_2,거품도 부드럽다
9,22,4930_1,부드러운 거품
9,23,611_0,거품이 부드럽고
9,24,5130,거품이부드러워서 
9,25,5899_0,거품이 부드럽고
9,26,5263_1,거품이 부드럽다
9,27,8264_1,거품이 부드럽고
9,28,5091_0,거품이 부드럽고
9,29,1582_0,거품이 부드럽고
9,30,4387_1,거품이 부드럽다
9,31,10300,거품이 부드러워서
9,32,2384,거품이 굉장히 부드러움
9,33,8050_0,거품이 부드럽고
9,34,7889_0,거품이 부드럽다
9,35,9698,부드러운 거품
9,36,7202_0,거품이 부드럽고
9,37,7916_0,부드러운 거품과 깊고
9,38,10235_1,거품이 너무 부드럽다
9,39,2268_1,거품이 부드러움
9,40,4649_3,거품도 부드럽고
9,41,4257_0,부드러운 거품이 좋고
9,42,1764_0,거품이 부드럽고
9,43,8939,부드러운거품  쌉싸름함
9,44,4173_1,거품이 부드러워서
9,45,3430_1,거품의 부드러움
9,46,6427,거품의 부드러움
9,47,5613_1,거품이 부드럽다
9,48,7730,거품이 부드럽다
9,49,4454_0,거품이 부드럽고
9,50,738_0,거품이 부드럽고
9,51,2588_1,거품이 부드럽다
9,52,4263_0,거품이 부드럽고
9,53,7511,부드러운 거품
9,54,10127_1,거품이 부드럽다
9,55,9415_0,거품이 부드럽고
9,56,10357_2,거품도 부드럽다
9,57,6101_1,거품이 부드럽다
9,58,9149_0,거품이 부드럽고
9,59,7902,거품이 너무 부드럽다
9,60,6210,부드러운 거품
9,61,4109_0,거품이 부드럽고
9,62,4617_0,거품이 부드럽고
9,63,10108_1,거품도 부드럽다
9,64,3453_3,거품도 부드럽다
9,65,1791,부드러운거품
9,66,3625,거품이 부드러워서
9,67,8194_0,거품이 부드럽고
10,0,10124_1,목넘김이 좋다
10,1,1053_0,목 넘김이 좋고
10,2,1441_1,목넘김이 좋다
10,3,5106_0,목넘김이 좋고
10,4,2264_1,목넘김이 좋다
10,5,9839,목넘김이 제일 시원하다
10,6,614,목넘김이 좋습니다
10,7,9540_0,목넘김이 좋고
10,8,4111_1,목넘김이 좋음
10,9,665_0,목넘김이 시원하고
10,10,1427,목넘김이 좋아서
10,11,4574_0,목넘김이 좋고
10,12,1217_1,목넘김이 좋다
10,13,8115,목넘김이 좋다
10,14,5028_2,너무 목이 안따끔거려서 좋아요
10,15,8997,목 넘김이 좋아서
10,16,9924,목넘김이 좋아서
10,17,7113_1,목넘김이 좋음
10,18,9959,목넘김이좋다
10,19,2371_1,목넘김이 좋다
10,20,262_0,목넘김이 좋고
10,21,1856_1,목넘김이 좋다
10,22,7055_0,목넘김이 좋고
10,23,3760_3,목넘김이 좋아서
10,24,7778_0,목넘김이 시원하고
10,25,5884_0,목넘김이 좋고
10,26,7696_0,목 넘김이 좋고
10,27,2621_1,목넘김이 좋음
10,28,7287_1,달달한게 목넘김이 좋음
10,29,4399_0,목넘김이 쓰지않고
10,30,4267_0,목넘김이 너무 좋고
10,31,8184_2,목넘김이 좋다
10,32,7442_1,목넘김이 좋다
10,33,2292_0,목넘김이 좋고
10,34,9528,목넘김이 좋다
10,35,5275,목넘김이 좋아서
10,36,9575,목넘김이 좋다
10,37,2667_1,목넘김이 좋다
10,38,4285_0,목넘김이 엄청쓰지도않고
10,39,6830_1,목넘기도 좋고
10,40,3425_2,목넘김이 좋다
10,41,680_0,목넘김이 좋고
10,42,1065_1,목넘김이 좋다
10,43,355,목넘김이 좋다
10,44,6451_1,목넘김이 좋다
10,45,2267_1,목넘김도 좋고
10,46,5599_1,목넘김이 좋다
10,47,7331_0,목넘김이 좋고
10,48,2470_1,목넘김이 좋다
10,49,4859_0,먹넘김이 좋고
10,50,2877_1,넘김이 좋습니다
10,51,5861_1,목 넘김이 좋다
10,52,6505_1,목넘김이 좋습니다
10,53,10329_0,목넘김이 좋고
10,54,8857_1,목 넘김이 좋다
10,55,4122_0,목넘김이 좋고
10,56,3133,목넘김이 좋아서
10,57,7202_1,목넘김이 좋다
10,58,1335_3,목 넘김도 좋고
10,59,8520,목넘김이 좋아서
10,60,6491_1,목넘김이 좋다
10,61,5301,목넘김이 좋아서
10,62,9830,목넘김이 좋아서
10,63,8010_2,목넘김이 좋고
10,64,2752_1,목넘김에 좋다
10,65,1551_2,많이 쓰지 않아서 목넘김이 좋다
10,66,7674,목넘김이 좋다
10,67,6600_1,목넘김이 좋아서
10,68,8436_0,목넘김이 좋습니다
10,69,4976_1,목 넘김이 좋다
10,70,9985,목넘김이 좋아서 
10,71,4587_0,목넘김이 좋고
10,72,5866_1,넘김이 좋다
10,73,8279,목넘김이 브드럽다
10,74,9459_1,목넘김이 좋다
10,75,6487_0,목넘김이 좋다
10,76,9974_0,목넘김이 좋고
10,77,10284_1,넘김도 좋고
10,78,9436_1,목넘김이좋다
10,79,7679_1,목넘김이 좋음
10,80,4120,목넘김이 좋아서
10,81,8443_1,목넘김이 좋아서
10,82,3288,목넘김이 좋아서
10,83,9395,목넘김이 좋아서
10,84,2903,목넘김이 좋다
10,85,5921_1,목넘김이 좋다
10,86,4785_0,목넘김이 좋고
10,87,7617,목넘김
10,88,3314_1,목넘김이 좋음
10,89,7633_0,목넘김이 부드럽고
10,90,9853_3,목넘김이좋아서
10,91,6543_1,목넘김이 좋다
10,92,5094_1,목넘김이 좋고
10,93,4809_2,목넘김이 좋다
10,94,2340_1,목넘김이 좋다
10,95,4888_1,목 넘김이 좋아서
10,96,1661_1,목넘김도 좋다
10,97,6808_1,목 넘김이 좋다
10,98,7264_0,목넘김이 좋고
10,99,257_1,목넘김이 좋아서
10,100,2092_0,목넘김도 좋고
10,101,3210_1,목넘김이 좋다
10,102,392_1,목넘김이 좋음
10,103,5291_1,목넘김이 좋아서
10,104,1703_0,목넘김이 좋고
10,105,1385_1,목넘김이 좋아서
10,106,3703_1,목넘김이 좋다
10,107,5792_1,목넘김이 좋다
10,108,4480,목넘김
10,109,2247,목넘김이 좋아서
10,110,2162_0,목넘김이 좋고
10,111,4292_0,목넘김이 좋다
10,112,641_1,목넘김이 좋다
10,113,1582_2,목넘김도 좋다
10,114,6332_1,넘김이 좋다
10,115,2201_0,목넘김이 좋고
10,116,9107_2,목넘김이 좋다
10,117,1402_1,목넘김이 좋아서
10,118,7944,목넘김이 좋다
10,119,1858,목넘김이 좋아서
10,120,8206,방울방울 톡톡쏘우는 목넘김이 좋다
10,121,1945_1,목넘김이 좋음
10,122,2543_0,목넘김이 좋고
10,123,3694,목넘김이 좋다
10,124,7433_1,목넘김이 좋고
10,125,3036_0,목넘김도 좋고
10,126,4313_0,목넘김이 좋고
10,127,4982_1,목넘김이 좋고
10,128,9135_0,목넘김이 좋고
10,129,5957_1,목넘김이 좋아서
10,130,3457_1,목넘김이좋다
10,131,1570_1,목넘김에 좋다
10,132,7835_2,목넘김이 좋다
10,133,7439_2,목넘김이 좋다
10,134,9386_1,목넘김이 좋아서
10,135,3968,목넘김이 좋음
10,136,1067_0,목넘김이 쎄면서 좋고
10,137,7422,목넘김이 좋다
10,138,234_1,목넘김이 좋다
10,139,6634_0,목넘김이 좋고
10,140,10232_1,목넘김이 좋고
10,141,8919,목넘김
10,142,2375_1,목넘김이 좋다
10,143,7453,목넘김이 좋았으며 출시부터 지속적으로 먹어왔음
10,144,1366,목넘김이 좋다
10,145,2809_0,목넘김이 좋고
10,146,2634_1,시원해 목넘김이 좋다
10,147,5679_1,목넘김이 좋다
10,148,9231_0,목넘김이 좋다
10,149,9509_1,목넘김이 좋습니다
10,150,2475,목넘김이 좋음
10,151,8393_1,목넘김이 좋음 쓰지않음
10,152,6687_0,목넘김이 좋다
10,153,3546_0,목넘김이좋고
10,154,8300_1,목넘김이좋다
10,155,2629_1,목넘김이 좋다
10,156,9199_1,목넘김이 좋아서
10,157,1453_2,목넘김이 좋다
10,158,4455_2,목넘김도 좋고
10,159,299_1,목넘김이 좋다
10,160,7859_0,목넘김이 좋고
10,161,5810,목넘김이 좋다
10,162,9939_0,목넘김이 좋고
10,163,9400_1,목넘김이 좋음
10,164,6612_0,목넘김이 좋고
10,165,4920,목 넘김이 좋다
10,166,992,목넘김이 좋아서
10,167,3737_1,목넘김이 좋다
10,168,10064_1,목 넘김이 좋다
10,169,7774_1,목넘김이 좋아서 자주 먹습니다
10,170,9309_0,목넘김이 좋다
10,171,6571_2,목넘김이 좋다
10,172,6131,목넘김이 좋아서
10,173,8318_0,목넘김이 좋고
10,174,2104,목넘김이 좋다
10,175,4821,목넘김이 좋다
10,176,2997_1,목넘김이 좋다
10,177,26_1,목넘김이 좋다
10,178,5899_1,목넘김도 좋고
10,179,4342_1,목넘김이 좋고
10,180,5570_1,목넘김이 좋다
10,181,8194_1,목넘김이 좋다
10,182,9785_2,목넘김이 좋아서
10,183,4318,목넘김이 좋아서
10,184,636,목넘김이 시원해서 좋다
10,185,2362_1,목넘김이 좋다
10,186,2749_1,목넘김이 좋음
10,187,7470,목넘김이 좋음
10,188,9535_1,목넘김이 좋다
10,189,6146_1,목넘김이 좋아요
10,190,1298_1,목넘김이 좋아서
10,191,2862_0,목넘김이 좋고
10,192,4792_1,목넘김이 좋다
10,193,9873_1,목넘김이 좋다
10,194,10381_1,넘김이 좋다
10,195,4617_1,목넘김이 좋다
10,196,807_0,목 넘김이 좋다
10,197,1399_1,목넘김이 좋다
10,198,8200_0,목넘김이 좋고
10,199,9772_1,목넘김이 좋다
10,200,2555,목넘김이 좋아서
10,201,6811,목넘김최고
10,202,2037_0,목넘김이 좋고
10,203,4075_0,목넘김이 좋고
10,204,4167_1,목넘김이 좋습니다
10,205,6383_1,목넘김이 좋아서
10,206,10024_1,목넘김이 좋다
10,207,1297_1,목넘김도 좋다
10,208,8710_0,목넘김이 좋고
10,209,6293,목넘김이 좋다
10,210,8511_1,목넘김이 좋다
10,211,5486_0,넘김이 좋고
10,212,4696_1,목넘김이 좋다
10,213,407_0,목넘김이 좋고
10,214,3466_1,목넘김이 좋다
10,215,3515_1,넘김이 좋음
10,216,7632,목넘김 이 좋다
10,217,8567_1,목넘김이 좋다
10,218,2984_1,목넘김이 좋아서
10,219,1974,목넘김이 좋아서
10,220,6241_1,목넘김이 좋다
10,221,2898_4,목넘김이 좋고
10,222,8835_1,목넘김이 좋아서
10,223,3482_0,목넘김이 좋고
10,224,5101,목넘김이 좋다
10,225,8827,목넘김이 좋다
10,226,9654_1,넘김이좋다
10,227,8494_1,목넘김또한 너무 쏘지 않고
10,228,2013_0,넘김이 좋고
10,229,9572_0,목넘김이 너무 좋고
10,230,10215_0,목넘김이 좋다
10,231,8512_0,목넘김이 좋고
10,232,3052_2,목넘김이 좋았습니다
10,233,10306_0,목넘김이 좋고
10,234,4675_0,목넘김이 좋고
10,235,3717_0,목넘김이 좋고
10,236,6461_1,목넘김이 좋다
10,237,1833_1,목넘김이 좋음
10,238,4107_0,목넘김이 좋고
10,239,1650_1,목넘김이 시원하다
10,240,7890_0,목넘김이 좋고
10,241,9227,목넘김이 좋음
10,242,10077_1,목 넘김이 좋다
10,243,9217,목넘김이 좋다
10,244,7860,목넘김이 좋아서
10,245,2756_1,목넘김이 좋다
10,246,9443_1,목넘김이 좋다
10,247,2122_2,목넘김이 좋다
10,248,9765_2,목넘김이 좋다
10,249,1853_0,목넘김이 좋고
10,250,5356_1,목넘김이 좋다
10,251,8500_1,목넘김이 좋아서
10,252,3439_1,목넘김이 좋아서
10,253,3877_1,목넘김이좋다
10,254,8881_0,목넘김이 좋고
10,255,876_0,목넘김이 좋다
10,256,925_1,목넘김이 좋아서
10,257,9145_1,목넘김이 좋다
10,258,1175,목넘김이 좋다
10,259,271_1,목넘김이 좋다
10,260,6842_2,목넘김이  input typehidden name
10,261,4367,목넘김이 좋아서
10,262,5696_0,목넘김이 좋고
10,263,8462_3,목넘김이 좋다
10,264,8097,목넘김이 좋다
10,265,2225_0,목넘김이 좋고
10,266,9872_0,목넘김이 좋고
10,267,9955,목넘김이 좋다
10,268,4882_1,목 넘김이 좋음
10,269,9094_1,목넘김이 좋아서
10,270,2920,목넘김이좋음
10,271,5715_0,목넘김이 좋고
10,272,6639_0,목 넘김이 좋고
10,273,3185,목넘김이 좋아서
10,274,5516_0,목넘김도 좋고
10,275,3563_1,목넘김이좋다
10,276,5463,목넘김이 좋다
10,277,9558_0,목넘김이 좋고
10,278,4294_0,목넘김이 좋고
10,279,8371_1,목넘김이 좋아서
10,280,2506_0,목넘김이 좋고
10,281,4895_1,목넘김이 좋다
10,282,8942_1,목넘김이 좋다
10,283,6325_1,목넘김이 좋고
10,284,4958_1,목넘김이 좋음
10,285,6733_1,목넘김이 좋음
11,0,102,부드러운 맛
11,1,5911,맛이 부드럽다
11,2,122,부드러운 맛
11,3,6577_0,부드러운 맛이 있고
11,4,2038_0,맛이 부드럽고
11,5,4623,부드러운 맛
11,6,10317_0,맛이 부드럽고
11,7,10264_1,실제로 맛도 부드러움
11,8,6360,부드러운맛
11,9,3458_0,맛이 부드럽다
11,10,7227_0,맛이 부드럽고
11,11,4358,부드러움맛
11,12,9098_0,맛이 부드럽고
11,13,2953_0,맛이 부드럽고
11,14,10366,맛이 부드러움
11,15,55,맛이 부드럽다
11,16,8474_0,맛이 부드럽고
11,17,6348_0,맛이 부드럽고
11,18,4608_0,맛이 부드럽고
11,19,6350_0,맛이 부드럽고
11,20,2166,맛이 부드럽다
11,21,7431_0,맛이 부드럽고
11,22,1259,맛이 부드럽다
11,23,9581,맛이 부드럽다
11,24,386,부드러운맛
11,25,5356_0,맛이 부드럽고
11,26,1658_1,부드러운 맛
11,27,5019,부드러운맛이 좋다
11,28,784,맛이 좋음부드러움
11,29,9703_0,맛이 부드럽고
11,30,8859_1,부드러운 맛
11,31,3843_1,맛도 부드러워 좋다
11,32,7809_0,맛이 부드럽고
11,33,1911_0,톡쏘는 맛과 함께 부드럽고
11,34,8010_0,맛이 부드럽고
11,35,7762,부드러운 맛
11,36,8193,맛이 부드러워서
11,37,10228_0,맛이 굉장히 부드럽고
11,38,6296,맛이부드럽다
11,39,10332,맛이 부드럽다
11,40,6945_0,맛이 부드럽고
11,41,651_0,맛이 부드럽고
11,42,601,부드러운 맛
11,43,3737_0,맛이 부드럽고
11,44,2665,부드러운 맛
11,45,2753_0,맛이 부드럽고
11,46,2801,부드러운 맛
11,47,5997,부드러운맛
11,48,3709_1,맛이 부드러워서 좋습니다
11,49,9109,맛이 부드러워서
11,50,10208,맛이 부드러워서
11,51,4807_0,맛이 부드럽고
11,52,7243,맛이 부드러워서
11,53,4949_0,맛이 부드럽고
11,54,8567_0,맛이 부드럽고
11,55,8027_1,부드러운맛이 좋다
11,56,764,맛이 부드러워서
11,57,8338,부드러운맛이 좋아서
11,58,10142_1,머랄까 맛이 전체적으로 부드럽습니다
11,59,2606_0,맛이 부드럽고
11,60,6337_0,맛이 부드럽고
11,61,5682_0,맛이 부드럽고
11,62,7800_0,맛이 부드럽고
11,63,9913_1,맛이 부드럽다
11,64,7669,부드러운맛
11,65,8874,맛이 부드러움
11,66,8522,맛이 부드럽다
11,67,10120_0,맛이 부드럽고
11,68,6015_0,맛이 부드럽고
11,69,6015_5,부드러운 맛이지만 너무 연해서 밍밍하지도 않다
11,70,6278_0,맛이 부드럽고
11,71,2453,부드러운맛
11,72,5047_0,맛이 부드럽고
11,73,482,맛 좋음 부드러움
11,74,1950_0,맛이 부드럽고
11,75,2389,맛이 부드럽다
11,76,7476_0,맛이 부드럽고
11,77,693_0,맛이 부드럽고
11,78,846_1,맛이 부드럽고
11,79,10371,맛이 부드럽다
11,80,1880,맛이 부드럽다
11,81,9301_0,맛이 부드럽고
11,82,3553,맛이 부드럽다
11,83,7301_1,맛이 부드럽다
11,84,10108_0,맛이 부드럽고
11,85,8033_0,맛이 부드럽고
11,86,31_0,맛이 부드럽고
11,87,8123,맛이 부드러워서
12,0,7937,맛잇음
12,1,9569,맛
12,2,9587,맛이좋다
12,3,9523,맛이좋다
12,4,2588_0,맛이 좋다
12,5,6963_2,맛도 좋음
12,6,690,맛
12,7,79_1,맛이 좋다
12,8,6255,맛이 연함
12,9,5362,맛이 좋음
12,10,799_1,가장 맛이좋다
12,11,7275_0,맛이있고
12,12,5963_0,맛이 좋고
12,13,9535_0,맛이 좋고
12,14,2054_4,맛이 큰 특징이 없다
12,15,380_1,쓴 맛이 없다
12,16,1896,맛이 있어서
12,17,8263_1,맛이써요
12,18,8450,맛이 좋다
12,19,7463,맛이 좋아서
12,20,1521,톡쏘는맛
12,21,9755,맛이 좋음
12,22,5494,맛이 좋아서
12,23,7913_0,맛이 좋고
12,24,6203_0,톡쏘는 맛이 있고
12,25,3962,맛
12,26,9310,맛잇어서
12,27,8725,깊은맛
12,28,6187,똑쏘는맛이 좋아서
12,29,5566,맛잇으니까 
12,30,9383,맛
12,31,6548_1,맛이 좋아요
12,32,4837,맛이좋아서
12,33,2895_1,맛도 좋음
12,34,859,맛
12,35,8982,싸한맛
12,36,7276_4,맛이 있다고
12,37,1889_1,맛이좋다
12,38,3609,맛이 좋음
12,39,317,맛이 가장 좋음
12,40,3573,맛이 좋다
12,41,6137,톡쏘는 맛이 좋다
12,42,10285,맛이 좋음
12,43,7667_0,톡쏘는 맛도 있고
12,44,8343_0,맛이 좋고
12,45,4348,맛잇어서
12,46,2755,맛
12,47,495_0,톡쏘는 맛이 좋고
12,48,5086_1,탁 쏘는 맛이 봏아서
12,49,9870,맛이 좋음 톡쏨
12,50,8996,맛이좋아서
12,51,4378,맛이 좋다
12,52,2092_1,그 톡쏘는맛이 오래간다
12,53,7220,맛잇다
12,54,7702,맛이 좋다
12,55,1564,맛
12,56,9965,맛이 좋다
12,57,1345_0,가장 맛이 좋다
12,58,5044_1,맛이 좋아서
12,59,4194_0,맛이 좋다
12,60,10260,맛이 좋아서
12,61,9333,톡쏘는맛이 좋아서
12,62,2202,맛이 좋다
12,63,9993_0,맛이 좋다
12,64,5555,맛이 좋아서 매일 먹다싶이 한다
12,65,8147,맛잇다 
12,66,1967_9,시간을 거슬러 올라가도 같은 맛 exactly same
12,67,7475,맛이 좋아서
12,68,4002,맛이 가장 좋아서
12,69,6432,맛
12,70,2589,맛이있어서
12,71,9251_0,맛이 상콤하고
12,72,9776_0,정통이 있는 맛이고
12,73,3494_1,맛이 좋다
12,74,9405_0,맛이 너무 좋다
12,75,9157_3,맛이 깊다
12,76,3300,톡쏘는맛이좋음
12,77,3648, 맛이 좋아서
12,78,6559,구스한 맛이 있다
12,79,4308_2,쓴 맛이 나지 않아요
12,80,5341,탁 쏘는 맛이 좋아
12,81,8599,맛이 좋아서
12,82,5538_0,맛이있다
12,83,5247_1,맛이 좋아서
12,84,9737_0,비린맛이 없고
12,85,6404,맛이그나마나아서
12,86,4065_1,그래서 아직도 그 맛이 잊혀지지않는다
12,87,927_0,맛이 좋고
12,88,3813,맛이 있어서
12,89,10036,맛이좋다
12,90,65_0,우선 맛이 좋고
12,91,5681,톡 쏘는 맛
12,92,5295,쏘는 맛 떄문
12,93,1513,맛이있다
12,94,9747,맛잇어서
12,95,10345,맛이 좋다
12,96,4502,맛이 있어서
12,97,6965_0,맛이 깊고
12,98,9011_0,맛이 좋고
12,99,4852,맛
12,100,209_0,맛이 깊고
12,101,8506,맛이 있어서
12,102,7694,맛이좋아서
12,103,8608,맛
12,104,4968,맛잇어서
12,105,2318,맛이 좋다
12,106,5320,깊은 맛
12,107,9372_1,맛이 좋아서
12,108,2670,맛이좋음
12,109,6537_1,맛이좋다
12,110,3926,맛이 좋아서
12,111,5045,맛이 좋다
12,112,9039,톡쏘는 맛이 좋다
12,113,6186,쌉싸름한 맛이 좋다
12,114,5972,맛잇다
