KEY,doc,raw_doc_tu
2397,"캔, 병 이뻐서",캔 병 이쁘
2398,맥주 맛이 좋아서,맥주 맛
2399,다른맥주에 비에 맛이 좋다,맥주 비 맛
2400,맛있어요.,맛있
2401,맛,맛
2402,알콜성분 도수가 그렇게 높지않고 적당히 쏘는것이 좋아서   여자들이 부담없이 먹을수있으니까,알콜 성분 도수 그렇 것 여자 부담 수
2403,그냥 대중적이라서..김연아 관고가 한몫 했음.,대중 김연아 관고 한몫
2404,맛있어서,맛있
2405,"광고로도 자주 접해서 그런지 이미지가 좋아보이고, 친구들과 자주 먹다보니 더 손이 가는 것 같습니다. 맛도 나쁘지 않구요.",광고 접하 그렇 이미지 보이 친구 손 것 맛 나쁘
2406,깨끗함 순수함 정통의,깨끗 순수 정통
2407,술이라는 느낌보다는 탄산음료를 마신다는 느낌이 강해서 부담없이 마실 수 있으면서 맥주를 마셨을 때처럼 알딸딸해지는 느낌도 있으니 술을 잘 마시는 편이 아닌 나에게는 딱 좋은 맥주라고 생각한다.   맛도 여러가지라서 취향에 맞게 고를 수 있고 무엇보다 맛이 좋다.,술 느낌 탄산음료 마시 느낌 강하 부담 마시 수 맥주 마시 때 알 딸 딸 느낌 술 마시 편 나 맥주 생각 맛 가지 취향 고르 수 무엇 맛
2408,칼로리는 낮으면서 탄산이 많아서 좋습니다. 더불어 맥주 고유의 향인 보리 냄새가 많이 안나서 좋습니다.,칼로리 탄산 더불 맥주 고유 향 보리 냄새 나서
2409,여자들이 좋아하는 레몬맛이 첨가되어 있기 때문에,여자 좋아하 레몬 맛 첨가 때문
2410,깔끔해서 보기가 좋다.  시원한 느낌이 들어서 맥주 마실때의 상쾌한 기분이 느껴진다.,깔끔 시원 느낌 맥주 마실 때 상쾌 기분 느끼
2411,구수함과 깊은 맛에 반했죠 ㅎ,구수 맛 반하
2412,그냥 입맛에 가장 적당한 것 같아요  시지도 않고,입맛 적당 것 시지
2413,맛있어서,맛있
2414,주변 사람들이 즐겨 마시다보니 그 맛에 길드여짐 거기다 톡 쏘는 맛이 좋아서 즐겨마심,주변 사람 즐기 마시 맛 길드 거기 맛 즐기 마시
2415,맛이 비교적 순해서,맛 비교 순
2416,시원한 느낌,시원 느낌
2418,맥주의 맛이 깔끔하고 맛있다.,맥주 맛 깔끔 맛있
2419,진한 풍미가 느껴져서 좋다~,진하 풍미 느끼
2420,산뜻해서....? 좀 간편하게 먹을 수 있는 기분  카프리 한병 정도,산뜻 간편 수 기분 카프리 병 정도
2421,맥주가 맛있어서~,맥주 맛있
2422,맥주 맛이 좋고 맥주 중에서 제일 괜찮다,맥주 맛 맥주 중 제일 괜찮
2423,집에서 자주 먹는 캔맥주가 하이트이기 때문에   처음 접한 맥주가 하이트였다  그래서 다른 맥주를 마시면 뭔가 다른느낌이났기때문에  하이트를 찾게되었다.  하이트에 이미 적응을 한것 같다  ,집 캔 맥주 하이트 때문 처음 접하 맥주 하이트 맥주 마시 뭐 느낌 때문 하이트 하이트 적응 것
2424,깔끔한맛,깔끔 맛
2425,맛있어서,맛있
2426,맛이 부드럽고 목넘김이 깔끔하다,맛 부드럽 목 넘기 깔끔
2427,부드러움  과   깔끔함 맛이 인상깊음  ,부드럽 과 깔끔 맛 인상
2428,맛이 좋다,맛
2430,다른 맥주에 비해 맛이 깔끔,맥주 비하 맛 깔끔
2431,시원하고 깨끗해서 좋다,시원 깨끗
2432,맛있어서,맛있
2433,맛있음,맛있
2434,고소한맛때문,고소 맛 때문
2435,부드러운 맥주,부드럽 맥주
2436,"맥주하면 떠오르는 원조의 이미지.  부산의 대표 주종인 것 같고, 친근한 느낌이다.",맥주 떠오르 원조 이미지 부산 대표 주종 것 친근 느낌
2437,부드러움,부드럽
2438,배부름이 덜해서 좋다 맥주의 단점은 배가 금방 부르다는 것을 해결해주는 제품이다,배부르 덜하 맥주 단점 배 부르 것 해결 제품
2439,부드러워서,부드럽
2440,특별한 향,특별 향
2441,이유는 부드러움과 톡쏘는 맛때문입니다,이유 부드럽 맛 때문
2442,맛있음 깔끔함,맛있 깔끔
2443,맛있고 많이 먹어봤기 떄문에,맛있
2444,"오직 맛.  진짜 맥주.. 맛  국산과 비교불가의  품질, 그리고 맛!",맛 맥주 맛 국산 비교 불가 품질 맛
2445,"음료같이 시원한 맛, 청량감, 톡쏘는 느낌",음료 시원 맛 청량감 느낌
2446,시원하다,시원
2447,칼로리가 낮은것이 좋으며 시원한 분위기이다,칼로리 것 시원 분위기
2448,맛있으니가,맛있
2449,항상 카스 맥주만 먹다보니까 익숙해서,카스 맥주 익숙
2450,맥주 맛이 좋아서  병이 이뻐서,맥주 맛 병 이쁘
2451,제일 맛있다,제일 맛있
2452,맛이 깔끔해서,맛 깔끔
2453,부드러운맛,부드럽 맛
2454,다른 맥주와 맛이 틀림 맛있음,맥주 맛 틀리 맛있
2455,밀러의 맛이 가장 부드러웠기 때문,밀러 맛 부드럽 때문
2456,저렴하고 어디서나 구입이 가능해서,저렴 어디 구입 가능
2457,뒷맛이 깔끔하다,뒷맛 깔끔
2458,거품이 좋고 맛이 좋다,거품 맛
2459,풍부한 맛,풍부 맛
2460,맥주 맛이 제일 괜찮음,맥주 맛 제일 괜찮
2461,시원하고 깔끔한 맛,시원 깔끔 맛
2462,부드러운 목넘김과 고소함맛과 계속 마셔왔기때문에,부드럽 목 넘기 고소 맛 마시 때문
2463,이름이 정열적이고 맥주하고 잘 어울린다.,이름 정열 맥주 어울리
2464,부드럽고 병맥을 첫모금 마셨을때 꼴딱 거리는 소리도 청하하며  디자인도 이쁘고 마시기 부담없이 가볍게 마실수 있어서 즐겨마십니다,부드럽 병 맥 모금 마시 때 꼴 거리 소리 청 하 디자인 이쁘 마시 부담 가볍 마시 수 즐기 마시
2465,시원한맛,시원 맛
2466,"깨끗한 느낌과,  마셨을 때 다른 맥주와는 다른 부드런운 목넘김이 좋아서   꾸준히 마시고 있습니다.",깨끗 느낌 마시 때 맥주 부 목 넘기 마시
2467,내 입맛에 맞아서,내 입맛
2468,맛이좋음,맛
2469,"가볍지 않고 깊은 맛, 뭔가 적당히 찝찌름하고 적당히 톡 쏘는 맛, 너무 쏘는 맛을 싫어한다. 금색의 예쁜 캔도 맘에 든다.",가볍 맛 뭐 맛 맛 싫어하 금색 예쁘 캔 맘
2470,거품이 부드럽고 목넘김이 좋다,거품 부드럽 목 넘기
2471,가장 쉽게 접할 수 있고 맜잇기도 하여 좋아한다,접하 수 잇기 좋아하
2472,맛이 있다,맛
2473,유명하고 맛이좋아서,유명 맛
2474,"국내 맥주로서,외제 맥주보다는 가격에서 적당하고,무엇보다 칼로리가 낮은면에 주로 마신다",국내 맥주 외제 맥주 가격 적당 무엇 칼로리 면 마시
2475,목넘김이 좋음,목 넘기
2476,맛이 깔끔해요,맛 깔끔
2477,살이 덜 찔거같고 마셨을때 시원하고 청럄감이 좋다.,살 거 마시 때 시원
2478,맛이 깔끔하고 목넘김이 부드러워서,맛 깔끔 목 넘기 부드럽
2479,거품이 보기 좋다  ,거품
2482,주류화시의 오랜 전통이 있으며 맛이 부드럽고 좋다,주류 시 전통 맛 부드럽
2483,"맛있음, 흑맥주",맛있 흑 맥주
2484,맛이 순하고 제 입맛에 맞는것 같아요,맛 순하 입맛 것
2485,맛이 내입맛에 맞다,맛 내 입맛
2486,맛이 순하고 마시기편함,맛 순하 마시 편하
2487,맛있음,맛있
2488,맛이 상큼하고 깔끔하다,맛 상큼 깔끔
2489,거품이 맛있어서,거품 맛있
2490,목넘김이 부드러움,목 넘기 부드럽
2491,탄산이 적고 뒷맛이 깔끔함,탄산 뒷맛 깔끔
2492,시원하고 맛이 다른 맥주보다 맛잇다,시원 맛 맥주 맛
2493,호모맛이좋다,호모 맛
2494,회식할때 가볍게 즐기기에 좋다.,회식 때 가볍 즐기
2495,도수가 쎄지않고 맛있어서,도수 맛있
2496,맛이 깔끔하고 시원해서,맛 깔끔 시원
2497,친근감 그리고 자주마셔보니까 친근하게 느겨짐,친근감 마시 친근 느 겨 짐
2498,고소한맛,고소 맛
2499,이미지가 깨끗한 느낌이라서 좋고 목넘김이 부드럽다.칼로리도 낮춰진 제품이라서 여성이 먹기에 부담이 없게 느껴진다.,이미지 깨끗 느낌 목 넘기 부드럽 칼로리 낮추 제품 여성 부담 느끼
2500,맛.  국내 맥주중에 제일 맛있음,맛 국내 맥주 중 제일 맛있
2501,가격대비 맥주맛을 느낄수 있음,가격 대비 맥주 맛 느끼 수
2502,칼로리가 적으면서도 맥주의 맛이 좋다,칼로리 맥주 맛
2503,청량감과 시원한 맛 때문에,청량감 시원 맛 때문
2504,가격이 저렴하지만 맥주의 맛은 결코 저렴하지 않고 언제나 만족스럽다,가격 저렴 맥주 맛 저렴 만족
2505,스스로를 고급스럽게 만드는 것 같다,스스로 고급 만들 것
2506,목넘김이 좋고 레몬을 넣어먹으면 향이 좋고 맛있다,목 넘기 레몬 향 맛있
2507,찝찝한맛이 덜하고 입맛에 맞는다,덜하 입맛
2508,씨엘의 광고가 마음에 듭니다,씨엘 광고 마음
2509,하이트가 맥주맛이 제일 낫다.  익숙해서 그런지는 몰라도 다른 수입맥주들은 기분전환겸 가끔가다 한번씩 먹는데 맥주살때 주저하지않고 사는건 하이트뿐인거같다.,하이트 맥주 맛 제일 익숙 그렇 모르 수입 맥주 기분 전환 겸 한번 맥주 살 때 주저 건 하이트 뿐 거
2510,"광고가 기억에 많이 남고, 가장 흔하게 마실 수 있는 브랜드라서.  친구들과 자주 가는 호프집이나 편의점에서 구입하기 쉬워서",광고 기억 흔하 마시 수 브랜드 친구 호프 집 편의점 구입
2511,효소가 발효된 듯한 특유의 맛 때문에,효소 발효 듯 특유 맛 때문
2512,목넘김이 톡 쏘는 상쾌함,목 넘기 상쾌
2513,깔끔해 보인다,깔끔 보이
2514,톡 쏘는 느낌,느낌
2515,광고가 친근하고 맛이 좋아서 엣날에 박중훈도 좋아해서 아주좋아합니다 랄랄랄 ^^,광고 친근 맛 박중훈 좋아하 좋아하
2516,네임벨류  초록생병이라 뭔가 시원한 느낌,네 벨 초록 생병 뭐 시원 느낌
2517,비린내도 안나고 끝맛이 달다.,비린내 끝 맛
2518,"맛이 좋다, 흑맥주지만 뒷맛이 깔끔하고 목넘김이 부드럽다. 거품이 특히 좋고 커피같은 깊은맛도 느껴진다",맛 흑 맥주 뒷맛 깔끔 목 넘기 부드럽 거품 커피 맛 느끼
2519,시원함과 톡쏘는맛,시원 맛
2520,맛이 괜찮음,맛 괜찮
2521,가장 친근하다,친근
2522,예쁘고 익숙해서 개인적으로 좋아하는 브랜드임,예쁘 익숙 개인 좋아하 브랜드
2523,진함,진하
2525,"부드러운 목넘김. 상쾌함. 지금은 장동건이 선전하진 않지만, 장동건의 이미지가 남아있음...",부드럽 목 넘기 상쾌 지금 장동건 선전 장동건 이미지
2526,시원함,시원
2527,가장 대중적으로 많이 먹어서 가장 입맛에 맞다.,대중 입맛
2528,버드와이저의 특유의 고소함이 좋다. 목넘김도 나쁜편이 아니고.,버드와이저 특유 고소 목 넘기 나쁘 편
2529,"브랜드 네이밍이 지역에 기반한것이라 삿포로에 대한 이미지가 맥주에 대입됨. 하얀눈, 깨끗함, 맑으면서 상쾌함 등의 느낌이 삿포로 맥주와 오버랩되면서 좋아하게 되었음",브랜드 지역 기반 것 삿포로 대하 이미지 맥주 대입 하얗 눈 깨끗 상쾌 등 느낌 삿포로 맥주 오버랩 좋아하
2530,가격이 다른 병맥주에 비해서 비싸지 않고 맞이 좋다.  브랜드인지도 또한 있어서 즐겨 마신다.,가격 병 맥주 비하 비싸 맞이 브랜드 즐기 마시
2531,상표가 이뻐서,상표 이쁘
2532,상큼하고 목넘김이 부드럽다,상큼 목 넘기 부드럽
2533,맛이 좋아서,맛
2534,텁텁하지 않고 깔끔하다.  레몬향이 첨가되서 마신 후에 숙취도 별로 없을 것 같은 느낌이다.,텁텁 깔끔 레몬 향 첨가 마시 후 숙취 것 느낌
2535,그냥 좋은데 구체적으로 말하긴 힘듬,구체 말 힘들
2536,맛,맛
2537,"목에 넘기는 청량감이 좋고 맛있음, 디자인도 좋음",목 넘기 청량감 맛있 디자인
2538,왠지 다른 맥주보다 더 고소한 맛이 더 끌린다.,맥주 고소 맛 끌리
2539,기억하기 쉽다,기억
2540,대중적이고 톡쏘는맛이 자꾸 먹게만든다,대중 맛 만들
2541,맛이 있다,맛
2542,맛있어서,맛있
2543,목넘김이 좋고 맥주에서 나는 향이 좋습니다.  ,목 넘기 맥주 나 향
2544,뒷맛이 깔끔하다,뒷맛 깔끔
2545,깔끔한 글씨체도 좋고   검은색과 잘어울림,깔끔 글씨체 검은색 어울리
2546,요즘들어부쩍파는곳이많다. 맥주맛이 부드러운것 같다.,요즘 곳 맥주 맛 부드럽 것
2547,마셨을때 맛있어서,마시 때 맛있
2549,시원합,시원 합
2551,시원한 맛이좋다,시원 맛
2552,맛이있음,맛
2553,맛있어성,맛있
2554,특유의 향,특유 향
2555,목넘김이 좋아서,목 넘기
2556,카스 하이트 맥주랑 비교했을때 가격차이 안나고  맥주의 비릿한 냄새가 없어서 좋음,카스 하이트 맥주 비교 때 가격 차이 맥주 비릿 냄새
2557,맛이진하다 시원하다,맛 진하 시원
2558,시원하고 맛있다,시원 맛있
2559,맛있어서,맛있
2560,끝맛이 좋아서,끝 맛
2561,목이 톡 쏘는 칼칼함은 없지만 귤껍질추출물 덕분에 미세한 귤향이 나서 좋아한다.,목 칼 칼 귤껍질 추출물 덕분 미세 귤 향 나서 좋아하
2562,다른맥주에비해 신선도가 더높은거 같아요  다른건 먹을때 물맛이 너무 많이나는데  맥스는 그런게 적어요,맥주 비하 신선도 거 건 때 물 맛 맥스 그렇
2563,시원하고 상큼하다,시원 상큼
2564,ok캐쉬백 쿠폰이 붙어 있어서,캐쉬 백 쿠폰
2565,호가든 맥주상품이 좋아요,호가든 맥주 상품
2566,시원한 맥주를 마시고 나면 입에서 나오는 의성어인 캬~~의 발음을 맥수  상표로 잘 형상화해서 만든거 같아서 좋아 합니다.,시원 맥주 마시 입 나오 의성어 발음 맥 수 상표 형상 만들 거
2567,"깊고 풍부한 맛, 대한민국 맥주랑 맛이 다름. 약간 비싸서 문제",풍부 맛 대한민국 맥주 맛 다르 비싸 문제
2568,깔끔한 별모양과 다른 무늬없는 심플함,깔끔 별 모양 무늬 심플
2569,카스공장 견학 이후 왠지모를 호감.,카스 공장 견학 이후 모르 호감
2570,목넘김이 좋은것 같다. 맛과 향도 좋음.,목 넘기 것 맛 향도
2571,진한 맛과 부드럽고 적당한 탄산과 목넘김,진하 맛 부드럽 적당 탄산 목 넘기
2572,깔끔하고 가벼운 느낌이 좋다,깔끔 가볍 느낌
2573,아사히,아사히
2574,부드러운거품이 최고  가게마다 생맥 맛도 다르다,부드럽 거품 최고 가게 맥 맛 다르
2575,맛이 내가좋아하는맛이다,맛 내 좋아하 맛
2576,맛이 좋다,맛
2577,이름이 좋다,이름
2578,끝맛이 깔끔하고 거품이 많지않아서 배가빨리 부르지않고 부담스럽지않다,끝 맛 깔끔 거품 배가 부르 부담
2579,외국맥주 잘 접할수없어서,외국 맥주 접하 수
2580,풍미,풍미
2581,진한 흑맥주라서,진하 흑 맥주
2582,맥주가 가장 깔끔하고 먹기가 젤 편합니다,맥주 깔끔 젤 편하
2583,목넘김이 부드럽고 거품이 적음,목 넘기 부드럽 거품
2584,음료맛이나서좋다,음료 맛
2585,탄산의 정도가 알맞아서 목넘김이 좋고 익숙해서 좋다.,탄산 정도 알맞 목 넘기 익숙
2586,음 끝맛이좋아요,음 끝 맛
2587,맛이 순해서 좋아요,맛 순
2588,맛이 좋다 거품이 부드럽다 뒷끝이 깔끔하고 숙취가 없다,맛 거품 부드럽 끝 깔끔 숙취
2589,맛이있어서.,맛
2590,예뻐서,예쁘
2591,상표보다 맛이 좋아요 부드럽구요.,상표 맛 부드럽
2592,최근 맥주중에 가장 깔끔한 맛이 나서 선호합니다,최근 맥주 중 깔끔 맛 나서 선호
2593,마셨을때 맛있고 잘 넘어간다,마시 때 맛있 넘어가
2594,오래된 전통,오래되 전통
2595,드라이감이 좋ㄷ가,드라이 감
2596,세련되보임,세련 보이
2597,맛있음,맛있
2598,담백한맛,담백 맛
2599,맛이 좋다,맛
2600,국산이라 상대적으로 싸고 다른 맥주보다 맛이 풍부합니다,국산 상대 맥주 맛 풍부
2601,맛있고 값저렴  ,맛있 값 저렴
2602,다른 맥주들에 비해 맛이 좋다.,맥주 비하 맛
2603,맛이 좋아서,맛
2604,우연히 먹어봤는데 맛있었다,맛있
2605,부드럽고 뒷맛이 깔끔하고 고소하다,부드럽 뒷맛 깔끔 고소
2606,맛이 부드럽고 향이 좋음,맛 부드럽 향
2607,맛이 좋아서,맛
2608,외국맥주에 싸고 시원맛이 강하다,외국 맥주 시원 맛 강하
2609,맥주 맛이 좋고~ 요즘 광고도 호감이 간다.,맥주 맛 요즘 광고 호감
2610,맥주맛이 고소하다.,맥주 맛 고소
2611,부드럽고 뒷맛이 깔끔해사,부드럽 뒷맛 깔끔
2612,"오랜역사와 네델란드 브랜드 이기 때문에, 맛도 상당히 좋다",역사 네델란드 브랜드 이기 때문 맛
2613,대중적으로 많이 판매되는거같다.,대중 판매 거
2614,깔끔한맛과 청량감 젊은 이미지,깔끔 맛 청량감 이미지
2615,열량이 낮아서.,열량
2617,맛있고 유럽축구대항전 스폰서 이기 떄문,맛있 유럽 축구 대항전 스폰서 이기
2618,자주마셔서,마시
2619,"그냥 예전부터 맥주하면 화이트~ 
맥주 원조 아닌가요?",예전 맥주 화이트 맥주 원조
2620,맛있고 가격이 저렴한 라거라서,맛있 가격 저렴 라거
2621,부드럽고 목넘김이 좋음,부드럽 목 넘기
2622,맥주맛의 부드러움과 품격이 호가든만의 앰블럼에 잘 표현되어 있는것 같습니다.,맥주 맛 부드럽 품격 호가든 표현 것
2623,맛도 좋고 고급스러워서,맛 고급
2624,맛이 보리처럼 구수한맛이난다,맛 보리 구수 맛
2625,맛있다,맛있
2626,맛 있어서,맛
2627,칼로리가 적어서,칼로리
2628,도수가 낮아서,도수
2629,시원하고 목넘김이 좋다,시원 목 넘기
2630,음료수처럼 먹기 편해서,음료수 편하
2631,맛있음,맛있
2632,맛이 좋아서,맛
2633,맥주의 맛과 이름이 마음에 듭니다.,맥주 맛 이름 마음 드
2634,"상큼하고 시원해 목넘김이 좋다 
",상큼 시원 목 넘기
2635,"청량감이 좋은 맥주, 향이 좋으며 목넘김이 마음에 든다",청량감 맥주 향 목 넘기 마음
2636,맥주맛이 깔끔하다고 느껴져서.,맥주 맛 깔끔 느끼
2637,입맛에 맞아서,입맛
2638,"다른맥주에 비해 맛이 있다. 
깔끔한 느낌?  
모 맥주는 약간 비린맛?같은 맛과 밍밍한 느낌이 나는데 비해  
카스는 맥주만의 톡 쏘는맛과 전체적으로 깔끔하면서 좋은느낌의맛을 준다. 
신선함의 느낌이 있다.",맥주 비하 맛 깔끔 느낌 맥주 비리 맛 맛 느낌 비하 카스 맥주 맛 전체 깔끔 느낌 맛 신선 느낌
2639,다른 맥주보다 깔끔하고 시원한것 같다,맥주 깔끔 시원 것
2640,"일본맥주이고 맛이 매우 시원하고 좋으며 넘기는정도가 매우 부드럽고 
가격도 비싸서 명품같기때문",일본 맥주 맛 시원 넘기 정도 부드럽 가격 비싸 명품 때문
2641,"맛이 있음, 뒷맛이 깔끔함",맛 뒷맛 깔끔
2642,아사히 맥주 자체의 상쾌함과 깔끔함,아사히 맥주 자체 상쾌 깔끔
2643,"맛이 깔끔하고 보리향이 적당하다. 
맥주 특유의 보리냄새가 덜하다.",맛 깔끔 보리 향 적당 맥주 특유 보리 냄새 덜하
2644,맛이 깊어서,맛
2645,도수가 높지 않으면서 여러맛이 있고 음료수처럼 먹을수 있어서,도수 맛 음료수 수
2646,깔끔함,깔끔
2647,"맛있고, 거품을 많이 느낄 수 있으며, 광고고 나름 마음에 들었다.",맛있 거품 느끼 수 광고 나름 마음
2648,워낙 오래전부터 톡쏘는 맛이 입에 길들여져서 항상 카스병맥주를 주로 찾습니다. 같은 카스라도 생맥주와 캔맥주와는 또다른 맛인것 같습니다.,오래전 맛 입 길들이 카스 병 맥주 카스 맥주 캔 맥주 맛 것
2649,맛이 좋아서(뒷맛이 깔끔함),맛 뒷맛 깔끔
2650,똑 쏘는 맛,맛
2651,"일단 가장 많이 마셔보았고 자주 마신다. 
내 입에 가장 잘 맞는 것 같다.",마시 마시 내 입 것
2652,맛이 깔끔하고 맛있다,맛 깔끔 맛있
2653,맥주상표보다는 제품이 가지는 이미지와 호가든 자체의 풍부한 거품이 들어간 약간 김이 빠진듯한 특유의 맛이 좋아서 선택했다.,맥주 상표 제품 가지 이미지 호가든 자체 풍부 거품 들어가 김 빠지 특유 맛 선택
2654,탄산이 덜 심한거 같고 맛이 더 좋아서 그럴수도 있지만 같이 다니는 친구들이 아사히를 좋아해서 그후로 좋아하게 됬다.,탄산 심하 거 맛 그렇 수 다니 친구 아사히 좋아하 후 좋아하
2655,맛이 다르더라구요. 여름에 뉴욕과 일본에서 마셨는데.. 아직도 그 시원하고 깔끔한 그 느낌을 잊을 수가 없어요. 그 후로 한국에서도 계속 찾아서 마시고 있습니다.,맛 다르 여름 뉴욕 일본 마시 시원 깔끔 느낌 수 후 한국 마시
2656,밀맥주의 부드러움이 편안하게 마시기에 딱 알맞다,밀 맥주 부드럽 편안 마시 알맞
2657,맥주맛이 마음에 든다,맥주 맛 마음
2658,무엇보다 맥주가 입맛에 맞아서 상표가 좋아보인다.,무엇 맥주 입맛 상표 보이
2659,목넘김이 깔끔해요,목 넘기 깔끔
2660,"카스 라이트가 제일 맛있는 것 같은 느낌이 들어서 좋다. 
싸이가 진행하던 광고도 계속 기억에 남아서 비록 지금은 싸이가 하이트 모델을 하고 있지만 카스를 고르게 된다.",카스 라이트 제일 맛있 것 느낌 이 진행 광고 기억 지금 이 하이트 모델 카스 고르
2661,친근,친근
2662,싸한 맛이 좋다,맛
2663,"가장 보편적으로 접할수 있고 
톡쏘는 맛이 좋음",보편 접하 수 맛
2664,가장 친숙하고 상표를 보면 맥주맛이 생각난다,친숙 상표 맥주 맛 생각나
2665,부드러운 맛,부드럽 맛
2666,국내산을 좋아하는게 그 중에 맛이 가장 좋고 깔끔하다,국내 산 좋아하 중 맛 깔끔
2667,깔끔하고 목넘김이 좋다,깔끔 목 넘기
2668,나에게입맛이맞는거같다,나 입맛 거
2669,맛과 향이 풍부하고 다른 흑맥주와 비교해서 더 맜있어서,맛 향 풍부 흑 맥주 비교
2670,맛이좋음,맛
2671,예전부터 마시던 상표,예전 마시 상표
2672,가장 많이 접하기때문,접하 때문
2673,맥주의 맛이 뛰어나다 청량감이 심하지 않다,맥주 맛 뛰어나 청량감 심하
2674,술이라는 느낌이 거의 없고 탄산음료같다. 달다.,술 느낌 탄산음료
2675,그냥 맛있어서 호감이 감,맛있 호감 감
2676,독특한 향과 전용 잔으로 편안하게 즐길수 있다.,독특 향 전용 잔 편안 즐기 수
2677,깨끗하다,깨끗
2678,흑맥주를 좋아함. 기포가 적고 맛이 풍부함,흑 맥주 좋아하 기포 맛 풍부
2679,맛이 풍부하고 향이 좋다. 또한 탄산이 적당하다,맛 풍부 향 탄산 적당
2680,향이 좋고 부드럽고 상큼함이 좋다,향 부드럽 상큼
2681,맛도 좋고 뒷맛이 깔끔함,맛 뒷맛 깔끔
2682,"식당이나 술집을 가게되면 제일 자주 찾고, 먹는게 카스 맥주인거 같다. 
하이트 맥주 보다는 맥주맛이 있어 되도록이면 카스 맥주를 달라고 하는데, 주위 사람들도 거의 대부분 카스 맥주를 찾기 때문에 제일 많이 먹는다. TV광고에서도 카스 맥주가 제일 눈에 띄는 것 같고 어느 음식점이나 볼 수 있는 맥주라 카스맥주가 좋다.",식당 술집 가게 제일 카스 맥주 거 하이트 맥주 맥주 맛 카스 맥주 주위 사람 대부분 카스 맥주 때문 제일 광고 카스 맥주 제일 눈 것 음식점 수 맥주 카스 맥주
2683,제가 자주 즐겨 찾는 맥주입니다.,제 즐기 맥주
2684,"일단 나에게 가장 잘맞는 맥주는 MAX라고 생각합니다. 
 
목에 넘겼을때 부담이없기때문에 꽉찬느낌이네요  
 
그래서 이름도 잘지었어요 맥스",나 맥주 생각 목 넘기 때 부담 때문 찬 느낌 이름 맥스
2686,즐겨마시는제품이라,즐기 마시 제품
2687,맛있어서,맛있
2688,달콜함,달 콜
2689,깨끗한 맛과 깨끗한 이미지,깨끗 맛 깨끗 이미지
2690,개인적으로 맥주맛이 괜찮고 디자인이 세련된 느낌이다,개인 맥주 맛 괜찮 디자인 세련 느낌
2691,맛이 상쾌하고 쏴해서 질리지않고 마실 수 있어요,맛 상쾌 질리 마시 수
2692,톡쏘는 느낌이 좋아서,느낌이 좋아
2693,한국인의 입맛에 딱 맞는 톡쏘는듯한 맛이 좋다.,한국인 입맛 듯 맛
2694,"거품과 함께 마셨을 때 
부드러운 그 느낌이 좋아요. 
다른 맥주에 비해 부드럽고 연하고 , 거품이 다른 제품은 별로 좋아하지 않는데 호가든은 달라요.",거품 마시 때 부드럽 느낌 맥주 비하 부드럽 연하 거품 제품 좋아하 호가든 다르
2695,풍부한 거품과 부드러움,풍부 거품 부드럽
2696,순한 맛이 입에 맞음,순하 맛 입
2697,광고를 처음 봤을때 맘에 들었다,광고 처음 때 맘
2698,맥주 상표 같고 영어글자 모양이 맘에 듬,맥주 상표 영어 글자 모양 맘
2699,맛있다,맛있
2700,"술맛이 많이 없어서  
그리고 배부름도 많이 없어서",술 맛 배부르
2701,국내 맥주라 저렴하지만 그 동안 맛이 없다는 국내맥주의 편견을 깬 최초의맥주라고 생각함. 고소하고 특유의 맥주 비린내도 나지않음.,국내 맥주 저렴 동안 맛 국내 맥주 편견 최초 맥주 생각 고소 특유 맥주 비린내
2702,쌉사로운 뒷맛이 깨끗하다.,뒷맛 깨끗
2703,가장 흔하고 무난한 맥주라고 생각한다. 맛도좋고 가격도 저렴하다.,흔하 무난 맥주 생각 맛 가격 저렴
2704,늘 먹던 맥주이며 톡쏘는 맥주의 맛이 좋다,맥주 맥주 맛
2705,독특한 맛과 향,독특 맛 향
2706,맛이 좋다,맛
2707,맛이 깔끔해서 최근 많이 찾고 있음,맛 깔끔 최근
2708,맛이 좋다,맛
2709,예전에 하이트 공장을 체험을 통한 기억 때문에,예전 하이트 공장 체험 통하 기억 때문
2710,"병으로 앙증맞게 있어서 먹기도 좋고 먹을때 기분이 좋아서.. 
목넘김이 부드러워서",병 앙증맞 때 기분 목 넘기 부드럽
2711,맛이 깔끔하고 부드럽다,맛 깔끔 부드럽
2712,내 입맛에 맞다,내 입맛
2713,맛이 깔끔하다,맛 깔끔
2714,맛있어서,맛있
2715,맛이좋다,맛
2716,늘 즐겨먹어서 익숙히다.,즐기
2717,그냥 입맛에 맞아서,입맛
2718,맛이 깔끔함,맛 깔끔
2719,"국산 맥주중 맥아맛에 풍미가 가장 좋고~ 
국산맥주라서 저렴하다 
라거라서 부드러움이 있고. 보리맛이 강하다.  
쓴맛이 적어 여성들과 먹기에도 편하다",국산 맥주 중 맥아 맛 풍미 국산 맥주 저렴 라거 부드럽 보리 맛 강하 쓴맛 여성 편하
2720,"드라이한 맛이 입맛에 맞고, 이전부터 줄곧 먹던 맥주라 친숙하다. 캔의 모양도 이쁘다.",드라이 맛 입맛 이전 맥주 친숙 캔 모양 이쁘
2721,맥주 맛도 좋고 김연아가 선전하는 것이라서 그냥 좋다,맥주 맛 김연아 선전 것
2722,구입.가격대중성,구입 가격 대중
2723,맛이 좋아서,맛
2724,시원한 맛,시원 맛
2725,"깔끔하고 순한맛. 
용기디자인도 마음에 듬",깔끔 순하 맛 용기 디자인 마음
